matcher,modality,pair_id,identity1,identity2,num_keypoints_image1,num_keypoints_image2,num_matches,num_inliers,inlier_ratio,is_same_person_pred,confidence,ground_truth,is_correct,reprojection_error
sgmnet-fingervein,face,Multi-PIE_genuine_6,051,051,2000,2000,86,7,0.0814,False,0.0780,True,False,0.6044
aspanformer,face,Multi-PIE_genuine_6,051,051,10,10,10,7,0.7000,True,0.6708,True,True,0.9920
deepdetect,face,Multi-PIE_genuine_6,051,051,26907,15099,16,10,0.6250,True,0.6250,True,True,0.5671
loftr,face,Multi-PIE_genuine_7,044,044,134,134,134,31,0.2313,False,0.2227,True,False,2.2613
orb-fingervein,face,Multi-PIE_genuine_7,044,044,3917,3168,20,0,,False,,True,False,
sift-fingervein,face,Multi-PIE_genuine_7,044,044,890,474,27,6,0.2222,False,0.2103,True,False,0.4387
superglue-fingervein,face,Multi-PIE_genuine_7,044,044,841,560,159,32,0.2013,True,0.1882,True,True,2.8400
sgmnet-fingervein,face,Multi-PIE_genuine_7,044,044,2000,2000,61,6,0.0984,False,0.0931,True,False,0.1101
aspanformer,face,Multi-PIE_genuine_7,044,044,24,24,24,12,0.5000,True,0.4887,True,True,1.7664
deepdetect,face,Multi-PIE_genuine_7,044,044,18506,11144,121,92,0.7603,True,0.7603,True,True,0.9810
loftr,face,Multi-PIE_genuine_8,210,210,0,0,0,0,,False,,True,False,
orb-fingervein,face,Multi-PIE_genuine_8,210,210,3684,1257,76,0,,False,,True,False,
sift-fingervein,face,Multi-PIE_genuine_8,210,210,860,282,19,0,,False,,True,False,
superglue-fingervein,face,Multi-PIE_genuine_8,210,210,930,474,0,0,,False,,True,False,
sgmnet-fingervein,face,Multi-PIE_genuine_8,210,210,2000,1408,41,8,0.1951,False,0.1889,True,False,0.8731
aspanformer,face,Multi-PIE_genuine_8,210,210,20,20,20,12,0.6000,True,0.5943,True,True,1.2667
deepdetect,face,Multi-PIE_genuine_8,210,210,24427,6095,13,7,0.5385,True,0.5385,True,True,0.5172
loftr,face,Multi-PIE_genuine_9,016,016,53,53,53,20,0.3774,False,0.3611,True,False,2.3668
orb-fingervein,face,Multi-PIE_genuine_9,016,016,3656,4123,48,0,,False,,True,False,
sift-fingervein,face,Multi-PIE_genuine_9,016,016,800,667,29,0,,False,,True,False,
superglue-fingervein,face,Multi-PIE_genuine_9,016,016,904,661,271,72,0.2657,True,0.2493,True,True,2.7744
sgmnet-fingervein,face,Multi-PIE_genuine_9,016,016,2000,2000,93,7,0.0753,False,0.0721,True,False,0.6751
aspanformer,face,Multi-PIE_genuine_9,016,016,9,9,9,7,0.7778,True,0.7453,True,True,1.0284
deepdetect,face,Multi-PIE_genuine_9,016,016,23296,16077,21,10,0.4762,True,0.4762,True,True,1.1812
loftr,face,Multi-PIE_genuine_10,015,015,38,38,38,10,0.2632,False,0.2517,True,False,2.0332
orb-fingervein,face,Multi-PIE_genuine_10,015,015,4109,4345,38,0,,False,,True,False,
sift-fingervein,face,Multi-PIE_genuine_10,015,015,886,995,23,6,0.2609,False,0.2468,True,False,0.8160
superglue-fingervein,face,Multi-PIE_genuine_10,015,015,773,749,9,5,0.5556,True,0.5179,True,True,1.1874
sgmnet-fingervein,face,Multi-PIE_genuine_10,015,015,2000,1871,93,7,0.0753,False,0.0721,True,False,0.5055
aspanformer,face,Multi-PIE_genuine_10,015,015,9,9,0,0,,False,,True,False,
deepdetect,face,Multi-PIE_genuine_10,015,015,23086,17632,13,7,0.5385,True,0.5385,True,True,0.4997
loftr,face,Multi-PIE_genuine_11,047,047,306,306,306,68,0.2222,False,0.2184,True,False,1.8470
orb-fingervein,face,Multi-PIE_genuine_11,047,047,3560,3648,34,0,,False,,True,False,
sift-fingervein,face,Multi-PIE_genuine_11,047,047,735,625,22,0,,False,,True,False,
superglue-fingervein,face,Multi-PIE_genuine_11,047,047,839,701,224,42,0.1875,True,0.1758,True,True,2.7882
sgmnet-fingervein,face,Multi-PIE_genuine_11,047,047,2000,2000,121,0,,False,,True,False,
aspanformer,face,Multi-PIE_genuine_11,047,047,215,215,215,95,0.4419,True,0.4349,True,True,1.8165
deepdetect,face,Multi-PIE_genuine_11,047,047,14322,11101,7,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_12,109,109,221,221,221,17,0.0769,False,0.0747,True,False,2.0594
orb-fingervein,face,Multi-PIE_genuine_12,109,109,2333,2988,27,0,,False,,True,False,
sift-fingervein,face,Multi-PIE_genuine_12,109,109,436,600,12,4,0.3333,False,0.3055,True,False,0.0000
superglue-fingervein,face,Multi-PIE_genuine_12,109,109,456,610,38,8,0.2105,True,0.2038,True,True,1.3683
sgmnet-fingervein,face,Multi-PIE_genuine_12,109,109,2000,2000,109,7,0.0642,False,0.0615,True,False,0.5173
aspanformer,face,Multi-PIE_genuine_12,109,109,55,55,55,17,0.3091,False,0.2960,True,False,2.3273
deepdetect,face,Multi-PIE_genuine_12,109,109,10329,11852,20,12,0.6000,True,0.6000,True,True,0.6316
loftr,face,Multi-PIE_genuine_13,116,116,43,43,43,10,0.2326,False,0.2251,True,False,1.7995
orb-fingervein,face,Multi-PIE_genuine_13,116,116,3570,4216,36,0,,False,,True,False,
sift-fingervein,face,Multi-PIE_genuine_13,116,116,635,747,15,0,,False,,True,False,
superglue-fingervein,face,Multi-PIE_genuine_13,116,116,668,776,2,0,,False,,True,False,
sgmnet-fingervein,face,Multi-PIE_genuine_13,116,116,2000,2000,31,6,0.1935,False,0.1831,True,False,0.1501
aspanformer,face,Multi-PIE_genuine_13,116,116,9,9,9,6,0.6667,True,0.6308,True,True,1.0992
deepdetect,face,Multi-PIE_genuine_13,116,116,14746,16156,9,6,0.6667,True,0.6667,True,True,0.2495
loftr,face,Multi-PIE_genuine_14,014,014,5,5,5,0,,False,,True,False,
orb-fingervein,face,Multi-PIE_genuine_14,014,014,4326,1995,43,0,,False,,True,False,
sift-fingervein,face,Multi-PIE_genuine_14,014,014,945,380,14,0,,False,,True,False,
superglue-fingervein,face,Multi-PIE_genuine_14,014,014,968,517,0,0,,False,,True,False,
sgmnet-fingervein,face,Multi-PIE_genuine_14,014,014,2000,2000,84,7,0.0833,False,0.0799,True,False,0.8869
aspanformer,face,Multi-PIE_genuine_14,014,014,5,5,5,4,0.8000,True,0.7332,True,True,0.0000
deepdetect,face,Multi-PIE_genuine_14,014,014,16572,5134,7,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_15,099,099,372,372,372,117,0.3145,False,0.3014,True,False,2.3549
orb-fingervein,face,Multi-PIE_genuine_15,099,099,3890,4297,32,9,0.2812,False,0.2712,True,False,1.7429
sift-fingervein,face,Multi-PIE_genuine_15,099,099,809,952,13,0,,False,,True,False,
superglue-fingervein,face,Multi-PIE_genuine_15,099,099,800,930,309,91,0.2945,True,0.2782,True,True,2.6417
sgmnet-fingervein,face,Multi-PIE_genuine_15,099,099,2000,2000,163,10,0.0613,False,0.0603,True,False,1.2393
aspanformer,face,Multi-PIE_genuine_15,099,099,461,461,461,179,0.3883,False,0.3754,True,False,2.1760
deepdetect,face,Multi-PIE_genuine_15,099,099,15259,16016,37,29,0.7838,True,0.7838,True,True,1.9347
loftr,face,Multi-PIE_genuine_16,209,209,11,11,11,6,0.5455,True,0.5161,True,True,1.4032
orb-fingervein,face,Multi-PIE_genuine_16,209,209,3402,1833,46,0,,False,,True,False,
sift-fingervein,face,Multi-PIE_genuine_16,209,209,524,297,18,5,0.2778,False,0.2589,True,False,0.8691
superglue-fingervein,face,Multi-PIE_genuine_16,209,209,747,646,10,0,,False,,True,False,
sgmnet-fingervein,face,Multi-PIE_genuine_16,209,209,2000,2000,30,6,0.2000,False,0.1892,True,False,0.4288
aspanformer,face,Multi-PIE_genuine_16,209,209,1,1,1,0,,False,,True,False,
deepdetect,face,Multi-PIE_genuine_16,209,209,10696,12276,8,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_17,110,110,15,15,15,5,0.3333,False,0.3107,True,False,1.1892
orb-fingervein,face,Multi-PIE_genuine_17,110,110,3636,3374,27,0,,False,,True,False,
sift-fingervein,face,Multi-PIE_genuine_17,110,110,617,529,16,0,,False,,True,False,
superglue-fingervein,face,Multi-PIE_genuine_17,110,110,632,650,53,12,0.2264,True,0.2146,True,True,2.3789
sgmnet-fingervein,face,Multi-PIE_genuine_17,110,110,2000,2000,97,7,0.0722,False,0.0692,True,False,0.9270
aspanformer,face,Multi-PIE_genuine_17,110,110,10,10,10,5,0.5000,True,0.4661,True,True,0.9405
deepdetect,face,Multi-PIE_genuine_17,110,110,10307,11542,3,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_18,225,225,0,0,0,0,,False,,True,False,
orb-fingervein,face,Multi-PIE_genuine_18,225,225,3513,3554,57,0,,False,,True,False,
sift-fingervein,face,Multi-PIE_genuine_18,225,225,587,792,14,5,0.3571,False,0.3329,True,False,0.7433
superglue-fingervein,face,Multi-PIE_genuine_18,225,225,807,857,11,0,,False,,True,False,
sgmnet-fingervein,face,Multi-PIE_genuine_18,225,225,2000,2000,145,8,0.0552,False,0.0534,True,False,0.9204
aspanformer,face,Multi-PIE_genuine_18,225,225,11,11,11,5,0.4545,True,0.4237,True,True,0.7069
deepdetect,face,Multi-PIE_genuine_18,225,225,10710,13846,7,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_19,139,139,1,1,0,0,,False,,True,False,
orb-fingervein,face,Multi-PIE_genuine_19,139,139,552,3504,4,4,1.0000,True,0.9165,True,True,0.0000
sift-fingervein,face,Multi-PIE_genuine_19,139,139,136,698,4,0,,False,,True,False,
superglue-fingervein,face,Multi-PIE_genuine_19,139,139,338,687,1,0,,False,,True,False,
sgmnet-fingervein,face,Multi-PIE_genuine_19,139,139,2000,2000,76,8,0.1053,False,0.1019,True,False,0.7367
aspanformer,face,Multi-PIE_genuine_19,139,139,3,3,3,0,,False,,True,False,
deepdetect,face,Multi-PIE_genuine_19,139,139,4202,22778,1,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_20,004,004,325,325,325,70,0.2154,False,0.2073,True,False,2.2617
orb-fingervein,face,Multi-PIE_genuine_20,004,004,4286,4038,32,0,,False,,True,False,
sift-fingervein,face,Multi-PIE_genuine_20,004,004,770,654,18,0,,False,,True,False,
superglue-fingervein,face,Multi-PIE_genuine_20,004,004,865,712,317,66,0.2082,True,0.1967,True,True,2.6357
sgmnet-fingervein,face,Multi-PIE_genuine_20,004,004,1603,2000,120,8,0.0667,False,0.0645,True,False,0.8290
aspanformer,face,Multi-PIE_genuine_20,004,004,145,145,145,47,0.3241,False,0.3241,True,False,1.4635
deepdetect,face,Multi-PIE_genuine_20,004,004,17724,13945,36,19,0.5278,True,0.5278,True,True,1.7963
loftr,face,Multi-PIE_genuine_21,080,080,0,0,0,0,,False,,True,False,
orb-fingervein,face,Multi-PIE_genuine_21,080,080,2776,3496,30,7,0.2333,False,0.2236,True,False,1.4045
sift-fingervein,face,Multi-PIE_genuine_21,080,080,458,586,17,0,,False,,True,False,
superglue-fingervein,face,Multi-PIE_genuine_21,080,080,568,786,41,8,0.1951,True,0.1874,True,True,1.6597
sgmnet-fingervein,face,Multi-PIE_genuine_21,080,080,2000,1962,67,7,0.1045,False,0.1001,True,False,0.3653
aspanformer,face,Multi-PIE_genuine_21,080,080,6,6,6,4,0.6667,True,0.6110,True,True,0.0000
deepdetect,face,Multi-PIE_genuine_21,080,080,7465,11670,8,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_22,211,211,119,119,119,42,0.3529,False,0.3375,True,False,2.3930
orb-fingervein,face,Multi-PIE_genuine_22,211,211,4560,3247,68,0,,False,,True,False,
sift-fingervein,face,Multi-PIE_genuine_22,211,211,1187,594,37,0,,False,,True,False,
superglue-fingervein,face,Multi-PIE_genuine_22,211,211,1131,774,177,27,0.1525,False,0.1437,True,False,2.6976
sgmnet-fingervein,face,Multi-PIE_genuine_22,211,211,2000,2000,94,7,0.0745,False,0.0714,True,False,0.5601
aspanformer,face,Multi-PIE_genuine_22,211,211,30,30,30,12,0.4000,False,0.3962,True,False,1.0974
deepdetect,face,Multi-PIE_genuine_22,211,211,22153,10034,25,16,0.6400,True,0.6400,True,True,0.6417
loftr,face,Multi-PIE_genuine_23,170,170,54,54,54,0,,False,,True,False,
orb-fingervein,face,Multi-PIE_genuine_23,170,170,2132,4756,19,7,0.3684,False,0.3530,True,False,0.8759
sift-fingervein,face,Multi-PIE_genuine_23,170,170,634,1267,13,0,,False,,True,False,
superglue-fingervein,face,Multi-PIE_genuine_23,170,170,683,779,4,0,,False,,True,False,
sgmnet-fingervein,face,Multi-PIE_genuine_23,170,170,2000,1896,87,7,0.0805,False,0.0771,True,False,0.3279
aspanformer,face,Multi-PIE_genuine_23,170,170,7,7,7,6,0.8571,True,0.8110,True,True,1.4538
deepdetect,face,Multi-PIE_genuine_23,170,170,12376,17899,11,6,0.5455,True,0.5455,True,True,0.5886
loftr,face,Multi-PIE_genuine_24,139,139,278,278,278,133,0.4784,True,0.4554,True,True,2.4879
orb-fingervein,face,Multi-PIE_genuine_24,139,139,3019,3834,37,0,,False,,True,False,
sift-fingervein,face,Multi-PIE_genuine_24,139,139,647,755,35,0,,False,,True,False,
superglue-fingervein,face,Multi-PIE_genuine_24,139,139,663,796,289,126,0.4360,True,0.4095,True,True,2.7512
sgmnet-fingervein,face,Multi-PIE_genuine_24,139,139,2000,2000,588,89,0.1514,False,0.1488,True,False,1.8452
aspanformer,face,Multi-PIE_genuine_24,139,139,476,476,476,317,0.6660,True,0.6373,True,True,2.3809
deepdetect,face,Multi-PIE_genuine_24,139,139,29266,19112,53,36,0.6792,True,0.6792,True,True,1.4730
loftr,face,Multi-PIE_genuine_25,078,078,40,40,40,11,0.2750,False,0.2582,True,False,2.5004
orb-fingervein,face,Multi-PIE_genuine_25,078,078,4129,4106,44,10,0.2273,False,0.2233,True,False,0.6032
sift-fingervein,face,Multi-PIE_genuine_25,078,078,685,692,22,0,,False,,True,False,
superglue-fingervein,face,Multi-PIE_genuine_25,078,078,767,716,26,7,0.2692,True,0.2558,True,True,1.6746
sgmnet-fingervein,face,Multi-PIE_genuine_25,078,078,2000,2000,75,8,0.1067,False,0.1033,True,False,0.4388
aspanformer,face,Multi-PIE_genuine_25,078,078,1,1,1,0,,False,,True,False,
deepdetect,face,Multi-PIE_genuine_25,078,078,10546,11536,4,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_26,108,108,956,956,956,486,0.5084,True,0.4905,True,True,2.2136
orb-fingervein,face,Multi-PIE_genuine_26,108,108,3390,3147,66,27,0.4091,False,0.4018,True,False,1.8569
sift-fingervein,face,Multi-PIE_genuine_26,108,108,529,517,24,8,0.3333,False,0.3227,True,False,0.6162
superglue-fingervein,face,Multi-PIE_genuine_26,108,108,633,616,301,88,0.2924,True,0.2748,True,True,2.7402
sgmnet-fingervein,face,Multi-PIE_genuine_26,108,108,2000,2000,911,240,0.2634,True,0.2602,True,True,1.7453
aspanformer,face,Multi-PIE_genuine_26,108,108,1726,1726,1726,852,0.4936,True,0.4738,True,True,2.3194
deepdetect,face,Multi-PIE_genuine_26,108,108,8332,9431,6,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_27,168,168,6,6,0,0,,False,,True,False,
orb-fingervein,face,Multi-PIE_genuine_27,168,168,4454,3521,51,0,,False,,True,False,
sift-fingervein,face,Multi-PIE_genuine_27,168,168,901,518,33,0,,False,,True,False,
superglue-fingervein,face,Multi-PIE_genuine_27,168,168,805,633,0,0,,False,,True,False,
sgmnet-fingervein,face,Multi-PIE_genuine_27,168,168,2000,2000,62,7,0.1129,False,0.1082,True,False,0.4402
aspanformer,face,Multi-PIE_genuine_27,168,168,2,2,2,0,,False,,True,False,
deepdetect,face,Multi-PIE_genuine_27,168,168,17363,9794,17,12,0.7059,True,0.7059,True,True,1.0957
loftr,face,Multi-PIE_genuine_28,051,051,0,0,0,0,,False,,True,False,
orb-fingervein,face,Multi-PIE_genuine_28,051,051,5000,3189,85,0,,False,,True,False,
sift-fingervein,face,Multi-PIE_genuine_28,051,051,2312,702,44,0,,False,,True,False,
superglue-fingervein,face,Multi-PIE_genuine_28,051,051,1067,819,11,0,,False,,True,False,
sgmnet-fingervein,face,Multi-PIE_genuine_28,051,051,2000,2000,42,0,,False,,True,False,
aspanformer,face,Multi-PIE_genuine_28,051,051,7,7,7,0,,False,,True,False,
deepdetect,face,Multi-PIE_genuine_28,051,051,39498,7858,21,15,0.7143,True,0.7143,True,True,0.8628
loftr,face,Multi-PIE_genuine_29,047,047,41,41,41,13,0.3171,False,0.3149,True,False,0.9199
orb-fingervein,face,Multi-PIE_genuine_29,047,047,3520,2930,52,0,,False,,True,False,
sift-fingervein,face,Multi-PIE_genuine_29,047,047,692,380,12,5,0.4167,False,0.3884,True,False,0.7905
superglue-fingervein,face,Multi-PIE_genuine_29,047,047,799,488,67,13,0.1940,True,0.1860,True,True,2.2113
sgmnet-fingervein,face,Multi-PIE_genuine_29,047,047,2000,2000,192,15,0.0781,False,0.0778,True,False,1.3149
aspanformer,face,Multi-PIE_genuine_29,047,047,53,53,53,27,0.5094,True,0.5017,True,True,1.8043
deepdetect,face,Multi-PIE_genuine_29,047,047,19739,6847,356,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_30,189,189,0,0,0,0,,False,,True,False,
orb-fingervein,face,Multi-PIE_genuine_30,189,189,1641,3875,13,0,,False,,True,False,
sift-fingervein,face,Multi-PIE_genuine_30,189,189,419,823,2,0,,False,,True,False,
superglue-fingervein,face,Multi-PIE_genuine_30,189,189,561,852,35,7,0.2000,True,0.1917,True,True,1.0204
sgmnet-fingervein,face,Multi-PIE_genuine_30,189,189,2000,2000,61,7,0.1148,False,0.1100,True,False,0.4089
aspanformer,face,Multi-PIE_genuine_30,189,189,20,20,20,7,0.3500,False,0.3354,True,False,1.4074
deepdetect,face,Multi-PIE_genuine_30,189,189,7156,11739,8,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_31,049,049,202,202,202,47,0.2327,False,0.2272,True,False,1.9771
orb-fingervein,face,Multi-PIE_genuine_31,049,049,3460,2841,33,8,0.2424,False,0.2347,True,False,1.3501
sift-fingervein,face,Multi-PIE_genuine_31,049,049,646,400,26,7,0.2692,False,0.2580,True,False,0.4138
superglue-fingervein,face,Multi-PIE_genuine_31,049,049,736,465,157,22,0.1401,False,0.1317,True,False,2.7327
sgmnet-fingervein,face,Multi-PIE_genuine_31,049,049,2000,2000,139,12,0.0863,False,0.0855,True,False,1.4498
aspanformer,face,Multi-PIE_genuine_31,049,049,265,265,265,79,0.2981,False,0.2968,True,False,1.5914
deepdetect,face,Multi-PIE_genuine_31,049,049,14882,8955,23,20,0.8696,True,0.8696,True,True,1.3556
loftr,face,Multi-PIE_genuine_32,179,179,0,0,0,0,,False,,True,False,
orb-fingervein,face,Multi-PIE_genuine_32,179,179,2766,2348,25,7,0.2800,False,0.2683,True,False,1.1710
sift-fingervein,face,Multi-PIE_genuine_32,179,179,515,433,11,0,,False,,True,False,
superglue-fingervein,face,Multi-PIE_genuine_32,179,179,678,519,0,0,,False,,True,False,
sgmnet-fingervein,face,Multi-PIE_genuine_32,179,179,2000,2000,104,0,,False,,True,False,
aspanformer,face,Multi-PIE_genuine_32,179,179,5,5,5,4,0.8000,True,0.7332,True,True,0.0000
deepdetect,face,Multi-PIE_genuine_32,179,179,15275,7393,4,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_33,172,172,31,31,31,0,,False,,True,False,
orb-fingervein,face,Multi-PIE_genuine_33,172,172,3420,4613,30,0,,False,,True,False,
sift-fingervein,face,Multi-PIE_genuine_33,172,172,487,1020,12,0,,False,,True,False,
superglue-fingervein,face,Multi-PIE_genuine_33,172,172,555,946,14,6,0.4286,True,0.4055,True,True,0.7508
sgmnet-fingervein,face,Multi-PIE_genuine_33,172,172,2000,2000,105,9,0.0857,False,0.0837,True,False,1.0961
aspanformer,face,Multi-PIE_genuine_33,172,172,1,1,1,0,,False,,True,False,
deepdetect,face,Multi-PIE_genuine_33,172,172,10001,18275,21,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_34,132,132,35,35,35,7,0.2000,False,0.1917,True,False,0.9911
orb-fingervein,face,Multi-PIE_genuine_34,132,132,4060,2811,39,0,,False,,True,False,
sift-fingervein,face,Multi-PIE_genuine_34,132,132,880,687,17,6,0.3529,False,0.3340,True,False,0.9742
superglue-fingervein,face,Multi-PIE_genuine_34,132,132,806,533,8,5,0.6250,True,0.5826,True,True,0.4507
sgmnet-fingervein,face,Multi-PIE_genuine_34,132,132,2000,2000,96,9,0.0938,False,0.0915,True,False,0.9913
aspanformer,face,Multi-PIE_genuine_34,132,132,5,5,5,0,,False,,True,False,
deepdetect,face,Multi-PIE_genuine_34,132,132,9159,9687,11,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_35,022,022,55,55,55,12,0.2182,False,0.2139,True,False,1.7096
orb-fingervein,face,Multi-PIE_genuine_35,022,022,4185,1776,42,12,0.2857,False,0.2830,True,False,1.4225
sift-fingervein,face,Multi-PIE_genuine_35,022,022,908,365,20,0,,False,,True,False,
superglue-fingervein,face,Multi-PIE_genuine_35,022,022,1002,507,41,8,0.1951,True,0.1889,True,True,0.6429
sgmnet-fingervein,face,Multi-PIE_genuine_35,022,022,2000,2000,103,8,0.0777,False,0.0752,True,False,0.7935
aspanformer,face,Multi-PIE_genuine_35,022,022,55,55,55,23,0.4182,True,0.4030,True,True,2.2349
deepdetect,face,Multi-PIE_genuine_35,022,022,20212,9074,17,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_36,230,230,167,167,167,18,0.1078,False,0.1030,True,False,2.3899
orb-fingervein,face,Multi-PIE_genuine_36,230,230,4555,3595,32,11,0.3438,False,0.3393,True,False,1.1475
sift-fingervein,face,Multi-PIE_genuine_36,230,230,937,710,17,0,,False,,True,False,
superglue-fingervein,face,Multi-PIE_genuine_36,230,230,961,696,45,9,0.2000,True,0.1929,True,True,1.7417
sgmnet-fingervein,face,Multi-PIE_genuine_36,230,230,2000,2000,100,8,0.0800,False,0.0775,True,False,0.4291
aspanformer,face,Multi-PIE_genuine_36,230,230,22,22,22,8,0.3636,False,0.3521,True,False,1.4334
deepdetect,face,Multi-PIE_genuine_36,230,230,12802,14291,8,7,0.8750,True,0.8750,True,True,0.4351
loftr,face,Multi-PIE_genuine_37,063,063,46,46,46,11,0.2391,False,0.2360,True,False,1.4966
orb-fingervein,face,Multi-PIE_genuine_37,063,063,472,3376,8,0,,False,,True,False,
sift-fingervein,face,Multi-PIE_genuine_37,063,063,138,623,2,0,,False,,True,False,
superglue-fingervein,face,Multi-PIE_genuine_37,063,063,377,721,84,16,0.1905,True,0.1828,True,True,2.2657
sgmnet-fingervein,face,Multi-PIE_genuine_37,063,063,2000,2000,133,8,0.0602,False,0.0582,True,False,0.6228
aspanformer,face,Multi-PIE_genuine_37,063,063,1,1,0,0,,False,,True,False,
