matcher,modality,pair_id,identity1,identity2,num_matches,num_inliers,inlier_ratio,is_same_person_pred,confidence,ground_truth,is_correct,reprojection_error
LoFTR_indoor,iris,MMU-Iris_genuine_20,7,7,582,429,0.7371,True,0.7371,True,True,1.4597
LoFTR_indoor,iris,MMU-Iris_genuine_21,27,27,350,197,0.5629,True,0.5629,True,True,1.1558
LoFTR_indoor,iris,MMU-Iris_genuine_22,1,1,641,616,0.9610,True,0.9610,True,True,1.4044
LoFTR_indoor,iris,MMU-Iris_genuine_23,27,27,513,407,0.7934,True,0.7934,True,True,0.7988
LoFTR_indoor,iris,MMU-Iris_genuine_24,21,21,574,417,0.7265,True,0.7265,True,True,1.6677
LoFTR_indoor,iris,MMU-Iris_genuine_25,30,30,281,145,0.5160,True,0.5160,True,True,2.4270
LoFTR_indoor,iris,MMU-Iris_genuine_26,22,22,491,314,0.6395,True,0.6395,True,True,1.7505
LoFTR_indoor,iris,MMU-Iris_genuine_27,29,29,583,386,0.6621,True,0.6621,True,True,1.4624
LoFTR_indoor,iris,MMU-Iris_genuine_28,42,42,822,624,0.7591,True,0.7591,True,True,2.1516
LoFTR_indoor,iris,MMU-Iris_genuine_29,44,44,523,324,0.6195,True,0.6195,True,True,1.9017
LoFTR_indoor,iris,MMU-Iris_genuine_30,35,35,420,294,0.7000,True,0.7000,True,True,1.7665
LoFTR_indoor,iris,MMU-Iris_genuine_31,40,40,406,248,0.6108,True,0.6108,True,True,2.3608
LoFTR_indoor,iris,MMU-Iris_genuine_32,43,43,411,392,0.9538,True,0.9538,True,True,1.1375
LoFTR_indoor,iris,MMU-Iris_genuine_33,6,6,499,409,0.8196,True,0.8196,True,True,1.4328
LoFTR_indoor,iris,MMU-Iris_genuine_34,16,16,518,400,0.7722,True,0.7722,True,True,2.0325
LoFTR_indoor,iris,MMU-Iris_genuine_35,18,18,801,547,0.6829,True,0.6829,True,True,2.0771
LoFTR_indoor,iris,MMU-Iris_genuine_36,23,23,638,470,0.7367,True,0.7367,True,True,2.1045
LoFTR_indoor,iris,MMU-Iris_genuine_37,2,2,301,162,0.5382,True,0.5382,True,True,1.9563
LoFTR_indoor,iris,MMU-Iris_genuine_38,11,11,832,678,0.8149,True,0.8149,True,True,2.3039
LoFTR_indoor,iris,MMU-Iris_genuine_39,36,36,198,117,0.5909,True,0.5909,True,True,2.1135
LoFTR_indoor,iris,MMU-Iris_genuine_40,8,8,570,462,0.8105,True,0.8105,True,True,1.3605
LoFTR_indoor,iris,MMU-Iris_genuine_41,6,6,444,275,0.6194,True,0.6194,True,True,1.3512
LoFTR_indoor,iris,MMU-Iris_genuine_42,24,24,533,393,0.7373,True,0.7373,True,True,1.6413
LoFTR_indoor,iris,MMU-Iris_genuine_43,44,44,407,302,0.7420,True,0.7420,True,True,1.5440
LoFTR_indoor,iris,MMU-Iris_genuine_44,9,9,197,158,0.8020,True,0.8020,True,True,1.6980
LoFTR_indoor,iris,MMU-Iris_genuine_45,36,36,340,259,0.7618,True,0.7618,True,True,1.7257
LoFTR_indoor,iris,MMU-Iris_genuine_46,31,31,510,330,0.6471,True,0.6471,True,True,1.7449
LoFTR_indoor,iris,MMU-Iris_genuine_47,32,32,259,169,0.6525,True,0.6525,True,True,2.0379
LoFTR_indoor,iris,MMU-Iris_genuine_48,34,34,675,494,0.7319,True,0.7319,True,True,1.7693
LoFTR_indoor,iris,MMU-Iris_genuine_49,17,17,696,487,0.6997,True,0.6997,True,True,1.6243
LoFTR_indoor,iris,MMU-Iris_genuine_50,43,43,199,126,0.6332,True,0.6332,True,True,2.0636
LoFTR_indoor,iris,MMU-Iris_genuine_51,33,33,569,428,0.7522,True,0.7522,True,True,1.4313
LoFTR_indoor,iris,MMU-Iris_genuine_52,13,13,527,453,0.8596,True,0.8596,True,True,1.4741
LoFTR_indoor,iris,MMU-Iris_genuine_53,18,18,744,493,0.6626,True,0.6626,True,True,1.9644
LoFTR_indoor,iris,MMU-Iris_genuine_54,12,12,808,724,0.8960,True,0.8960,True,True,1.5722
LoFTR_indoor,iris,MMU-Iris_genuine_55,37,37,810,649,0.8012,True,0.8012,True,True,2.0446
LoFTR_indoor,iris,MMU-Iris_genuine_56,41,41,532,433,0.8139,True,0.8139,True,True,1.3669
LoFTR_indoor,iris,MMU-Iris_genuine_57,7,7,729,542,0.7435,True,0.7435,True,True,1.6466
LoFTR_indoor,iris,MMU-Iris_genuine_58,28,28,382,246,0.6440,True,0.6440,True,True,1.4807
LoFTR_indoor,iris,MMU-Iris_genuine_59,15,15,190,83,0.4368,False,0.4368,True,False,2.2408
LoFTR_indoor,iris,MMU-Iris_genuine_60,36,36,314,204,0.6497,True,0.6497,True,True,1.7542
LoFTR_indoor,iris,MMU-Iris_genuine_61,20,20,305,272,0.8918,True,0.8918,True,True,1.7219
LoFTR_indoor,iris,MMU-Iris_genuine_62,44,44,507,426,0.8402,True,0.8402,True,True,1.9328
LoFTR_indoor,iris,MMU-Iris_genuine_63,45,45,486,375,0.7716,True,0.7716,True,True,2.2734
LoFTR_indoor,iris,MMU-Iris_genuine_64,11,11,650,396,0.6092,True,0.6092,True,True,2.2501
LoFTR_indoor,iris,MMU-Iris_genuine_65,38,38,518,362,0.6988,True,0.6988,True,True,1.4920
LoFTR_indoor,iris,MMU-Iris_genuine_66,41,41,610,484,0.7934,True,0.7934,True,True,1.6345
LoFTR_indoor,iris,MMU-Iris_genuine_67,29,29,530,366,0.6906,True,0.6906,True,True,2.0998
LoFTR_indoor,iris,MMU-Iris_genuine_68,42,42,548,283,0.5164,True,0.5164,True,True,2.4939
LoFTR_indoor,iris,MMU-Iris_genuine_69,35,35,327,242,0.7401,True,0.7401,True,True,1.2692
LoFTR_indoor,iris,MMU-Iris_genuine_70,33,33,522,348,0.6667,True,0.6667,True,True,1.9781
LoFTR_indoor,iris,MMU-Iris_genuine_71,43,43,352,244,0.6932,True,0.6932,True,True,1.9285
LoFTR_indoor,iris,MMU-Iris_genuine_72,21,21,443,312,0.7043,True,0.7043,True,True,1.7321
LoFTR_indoor,iris,MMU-Iris_genuine_73,19,19,405,221,0.5457,True,0.5457,True,True,2.3852
LoFTR_indoor,iris,MMU-Iris_genuine_74,37,37,464,304,0.6552,True,0.6552,True,True,1.9841
LoFTR_indoor,iris,MMU-Iris_genuine_75,20,20,365,243,0.6658,True,0.6658,True,True,1.6437
LoFTR_indoor,iris,MMU-Iris_genuine_76,5,5,507,342,0.6746,True,0.6746,True,True,1.9090
LoFTR_indoor,iris,MMU-Iris_genuine_77,28,28,699,670,0.9585,True,0.9585,True,True,1.1839
LoFTR_indoor,iris,MMU-Iris_genuine_78,15,15,537,317,0.5903,True,0.5903,True,True,2.4930
LoFTR_indoor,iris,MMU-Iris_genuine_79,23,23,435,331,0.7609,True,0.7609,True,True,1.7827
LoFTR_indoor,iris,MMU-Iris_genuine_80,30,30,200,108,0.5400,True,0.5400,True,True,2.1544
LoFTR_indoor,iris,MMU-Iris_genuine_81,37,37,727,514,0.7070,True,0.7070,True,True,1.0309
LoFTR_indoor,iris,MMU-Iris_genuine_82,12,12,583,338,0.5798,True,0.5798,True,True,2.2663
LoFTR_indoor,iris,MMU-Iris_genuine_83,1,1,618,465,0.7524,True,0.7524,True,True,2.0499
LoFTR_indoor,iris,MMU-Iris_genuine_84,38,38,373,252,0.6756,True,0.6756,True,True,1.7912
LoFTR_indoor,iris,MMU-Iris_genuine_85,9,9,310,251,0.8097,True,0.8097,True,True,1.5552
LoFTR_indoor,iris,MMU-Iris_genuine_86,45,45,913,747,0.8182,True,0.8182,True,True,1.6038
LoFTR_indoor,iris,MMU-Iris_genuine_87,34,34,375,211,0.5627,True,0.5627,True,True,1.6113
LoFTR_indoor,iris,MMU-Iris_genuine_88,6,6,463,278,0.6004,True,0.6004,True,True,2.1343
LoFTR_indoor,iris,MMU-Iris_genuine_89,32,32,443,296,0.6682,True,0.6682,True,True,1.5091
LoFTR_indoor,iris,MMU-Iris_genuine_90,39,39,836,494,0.5909,True,0.5909,True,True,1.6302
LoFTR_indoor,iris,MMU-Iris_genuine_91,36,36,298,210,0.7047,True,0.7047,True,True,1.2121
LoFTR_indoor,iris,MMU-Iris_genuine_92,25,25,462,321,0.6948,True,0.6948,True,True,1.9749
LoFTR_indoor,iris,MMU-Iris_genuine_93,40,40,703,483,0.6871,True,0.6871,True,True,1.5759
LoFTR_indoor,iris,MMU-Iris_genuine_94,20,20,297,210,0.7071,True,0.7071,True,True,1.3958
LoFTR_indoor,iris,MMU-Iris_genuine_95,26,26,484,299,0.6178,True,0.6178,True,True,2.1496
LoFTR_indoor,iris,MMU-Iris_genuine_96,22,22,450,221,0.4911,True,0.4911,True,True,1.7297
LoFTR_indoor,iris,MMU-Iris_genuine_97,42,42,745,607,0.8148,True,0.8148,True,True,1.9769
LoFTR_indoor,iris,MMU-Iris_genuine_98,2,2,270,113,0.4185,False,0.4185,True,False,2.8826
LoFTR_indoor,iris,MMU-Iris_genuine_99,29,29,800,567,0.7087,True,0.7087,True,True,1.5753
LoFTR_indoor,iris,MMU-Iris_impostor_0,42,36,88,29,0.3295,False,0.3295,False,True,2.6704
LoFTR_indoor,iris,MMU-Iris_impostor_1,7,1,128,50,0.3906,False,0.3906,False,True,2.5660
LoFTR_indoor,iris,MMU-Iris_impostor_2,17,5,205,75,0.3659,False,0.3659,False,True,2.4681
LoFTR_indoor,iris,MMU-Iris_impostor_3,39,31,186,71,0.3817,False,0.3817,False,True,2.3031
LoFTR_indoor,iris,MMU-Iris_impostor_4,38,7,111,46,0.4144,False,0.4144,False,True,1.8881
LoFTR_indoor,iris,MMU-Iris_impostor_5,19,8,110,35,0.3182,False,0.3182,False,True,2.1489
LoFTR_indoor,iris,MMU-Iris_impostor_6,46,11,162,65,0.4012,False,0.4012,False,True,2.0399
LoFTR_indoor,iris,MMU-Iris_impostor_7,37,11,195,80,0.4103,False,0.4103,False,True,2.6919
LoFTR_indoor,iris,MMU-Iris_impostor_8,43,35,54,16,0.2963,False,0.2963,False,True,2.3319
LoFTR_indoor,iris,MMU-Iris_impostor_9,28,46,409,135,0.3301,False,0.3301,False,True,2.2440
LoFTR_indoor,iris,MMU-Iris_impostor_10,14,34,159,65,0.4088,False,0.4088,False,True,1.5879
LoFTR_indoor,iris,MMU-Iris_impostor_11,41,42,176,69,0.3920,False,0.3920,False,True,1.4634
LoFTR_indoor,iris,MMU-Iris_impostor_12,5,8,105,42,0.4000,False,0.4000,False,True,3.0129
LoFTR_indoor,iris,MMU-Iris_impostor_13,46,3,182,82,0.4505,True,0.4505,False,False,2.6004
LoFTR_indoor,iris,MMU-Iris_impostor_14,17,25,24,12,0.5000,True,0.5000,False,False,1.3756
LoFTR_indoor,iris,MMU-Iris_impostor_15,28,16,105,39,0.3714,False,0.3714,False,True,2.0474
LoFTR_indoor,iris,MMU-Iris_impostor_16,45,18,165,81,0.4909,True,0.4909,False,False,2.0204
LoFTR_indoor,iris,MMU-Iris_impostor_17,34,21,221,95,0.4299,False,0.4299,False,True,2.0695
LoFTR_indoor,iris,MMU-Iris_impostor_18,29,27,255,74,0.2902,False,0.2902,False,True,2.1711
LoFTR_indoor,iris,MMU-Iris_impostor_19,10,36,53,23,0.4340,False,0.4340,False,True,2.2362
LoFTR_indoor,iris,MMU-Iris_impostor_20,28,7,152,66,0.4342,False,0.4342,False,True,2.7002
LoFTR_indoor,iris,MMU-Iris_impostor_21,44,32,31,14,0.4516,True,0.4516,False,False,1.9103
LoFTR_indoor,iris,MMU-Iris_impostor_22,9,6,136,61,0.4485,False,0.4485,False,True,2.2503
LoFTR_indoor,iris,MMU-Iris_impostor_23,15,38,39,12,0.3077,False,0.3077,False,True,1.8458
LoFTR_indoor,iris,MMU-Iris_impostor_24,33,11,202,84,0.4158,False,0.4158,False,True,2.6563
LoFTR_indoor,iris,MMU-Iris_impostor_25,26,10,104,45,0.4327,False,0.4327,False,True,1.6078
LoFTR_indoor,iris,MMU-Iris_impostor_26,9,37,227,74,0.3260,False,0.3260,False,True,2.2328
LoFTR_indoor,iris,MMU-Iris_impostor_27,19,5,151,43,0.2848,False,0.2848,False,True,2.7306
LoFTR_indoor,iris,MMU-Iris_impostor_28,3,32,106,46,0.4340,False,0.4340,False,True,2.6152
LoFTR_indoor,iris,MMU-Iris_impostor_29,43,40,101,36,0.3564,False,0.3564,False,True,2.8911
LoFTR_indoor,iris,MMU-Iris_impostor_30,1,2,130,47,0.3615,False,0.3615,False,True,2.3401
LoFTR_indoor,iris,MMU-Iris_impostor_31,32,36,260,89,0.3423,False,0.3423,False,True,2.1525
LoFTR_indoor,iris,MMU-Iris_impostor_32,28,45,171,43,0.2515,False,0.2515,False,True,2.8290
LoFTR_indoor,iris,MMU-Iris_impostor_33,45,46,199,55,0.2764,False,0.2764,False,True,1.9191
LoFTR_indoor,iris,MMU-Iris_impostor_34,29,30,80,34,0.4250,False,0.4250,False,True,1.4516
LoFTR_indoor,iris,MMU-Iris_impostor_35,24,35,91,32,0.3516,False,0.3516,False,True,2.1754
LoFTR_indoor,iris,MMU-Iris_impostor_36,26,6,193,78,0.4041,False,0.4041,False,True,2.1057
LoFTR_indoor,iris,MMU-Iris_impostor_37,15,17,77,27,0.3506,False,0.3506,False,True,2.2915
LoFTR_indoor,iris,MMU-Iris_impostor_38,12,36,131,42,0.3206,False,0.3206,False,True,2.1195
LoFTR_indoor,iris,MMU-Iris_impostor_39,14,18,205,71,0.3463,False,0.3463,False,True,2.7146
LoFTR_indoor,iris,MMU-Iris_impostor_40,21,37,255,88,0.3451,False,0.3451,False,True,2.3636
LoFTR_indoor,iris,MMU-Iris_impostor_41,25,45,105,28,0.2667,False,0.2667,False,True,1.9214
LoFTR_indoor,iris,MMU-Iris_impostor_42,12,35,168,59,0.3512,False,0.3512,False,True,2.7529
LoFTR_indoor,iris,MMU-Iris_impostor_43,5,32,107,42,0.3925,False,0.3925,False,True,2.0119
LoFTR_indoor,iris,MMU-Iris_impostor_44,12,30,146,58,0.3973,False,0.3973,False,True,2.2030
LoFTR_indoor,iris,MMU-Iris_impostor_45,34,17,119,50,0.4202,False,0.4202,False,True,2.0386
LoFTR_indoor,iris,MMU-Iris_impostor_46,37,24,240,78,0.3250,False,0.3250,False,True,1.9760
LoFTR_indoor,iris,MMU-Iris_impostor_47,28,35,180,67,0.3722,False,0.3722,False,True,2.8363
LoFTR_indoor,iris,MMU-Iris_impostor_48,10,35,127,44,0.3465,False,0.3465,False,True,2.2304
LoFTR_indoor,iris,MMU-Iris_impostor_49,38,16,117,46,0.3932,False,0.3932,False,True,2.4077
LoFTR_indoor,iris,MMU-Iris_impostor_50,34,15,252,104,0.4127,False,0.4127,False,True,1.5835
LoFTR_indoor,iris,MMU-Iris_impostor_51,12,6,203,64,0.3153,False,0.3153,False,True,2.2861
LoFTR_indoor,iris,MMU-Iris_impostor_52,28,35,126,43,0.3413,False,0.3413,False,True,2.5310
LoFTR_indoor,iris,MMU-Iris_impostor_53,26,11,177,104,0.5876,True,0.5876,False,False,2.1694
LoFTR_indoor,iris,MMU-Iris_impostor_54,43,38,72,19,0.2639,False,0.2639,False,True,2.4129
LoFTR_indoor,iris,MMU-Iris_impostor_55,34,1,190,91,0.4789,True,0.4789,False,False,2.1492
LoFTR_indoor,iris,MMU-Iris_impostor_56,22,13,132,46,0.3485,False,0.3485,False,True,2.6513
LoFTR_indoor,iris,MMU-Iris_impostor_57,25,33,47,14,0.2979,False,0.2979,False,True,1.9509
LoFTR_indoor,iris,MMU-Iris_impostor_58,13,37,285,127,0.4456,False,0.4456,False,True,2.2462
LoFTR_indoor,iris,MMU-Iris_impostor_59,24,33,143,49,0.3427,False,0.3427,False,True,1.8668
LoFTR_indoor,iris,MMU-Iris_impostor_60,23,9,92,37,0.4022,False,0.4022,False,True,2.2548
LoFTR_indoor,iris,MMU-Iris_impostor_61,25,12,130,33,0.2538,False,0.2538,False,True,2.6105
LoFTR_indoor,iris,MMU-Iris_impostor_62,35,30,82,20,0.2439,False,0.2439,False,True,2.3170
LoFTR_indoor,iris,MMU-Iris_impostor_63,36,28,392,166,0.4235,False,0.4235,False,True,1.9618
LoFTR_indoor,iris,MMU-Iris_impostor_64,43,7,93,36,0.3871,False,0.3871,False,True,2.4149
LoFTR_indoor,iris,MMU-Iris_impostor_65,28,6,236,86,0.3644,False,0.3644,False,True,2.6396
LoFTR_indoor,iris,MMU-Iris_impostor_66,43,6,111,34,0.3063,False,0.3063,False,True,2.2525
LoFTR_indoor,iris,MMU-Iris_impostor_67,41,32,129,52,0.4031,False,0.4031,False,True,2.2316
LoFTR_indoor,iris,MMU-Iris_impostor_68,8,6,220,73,0.3318,False,0.3318,False,True,2.7202
LoFTR_indoor,iris,MMU-Iris_impostor_69,5,25,88,37,0.4205,False,0.4205,False,True,2.1177
LoFTR_indoor,iris,MMU-Iris_impostor_70,23,35,142,63,0.4437,False,0.4437,False,True,1.5006
LoFTR_indoor,iris,MMU-Iris_impostor_71,37,22,209,63,0.3014,False,0.3014,False,True,1.9476
LoFTR_indoor,iris,MMU-Iris_impostor_72,39,32,206,65,0.3155,False,0.3155,False,True,2.6637
LoFTR_indoor,iris,MMU-Iris_impostor_73,41,21,159,57,0.3585,False,0.3585,False,True,2.5920
LoFTR_indoor,iris,MMU-Iris_impostor_74,22,1,155,56,0.3613,False,0.3613,False,True,1.9191
LoFTR_indoor,iris,MMU-Iris_impostor_75,32,14,265,110,0.4151,False,0.4151,False,True,1.9195
LoFTR_indoor,iris,MMU-Iris_impostor_76,14,19,244,112,0.4590,True,0.4590,False,False,1.8519
LoFTR_indoor,iris,MMU-Iris_impostor_77,19,5,166,75,0.4518,True,0.4518,False,False,2.0425
LoFTR_indoor,iris,MMU-Iris_impostor_78,18,38,136,57,0.4191,False,0.4191,False,True,1.8603
LoFTR_indoor,iris,MMU-Iris_impostor_79,36,9,76,38,0.5000,True,0.5000,False,False,1.8182
LoFTR_indoor,iris,MMU-Iris_impostor_80,44,10,119,40,0.3361,False,0.3361,False,True,2.3495
LoFTR_indoor,iris,MMU-Iris_impostor_81,36,42,200,97,0.4850,True,0.4850,False,False,1.8881
LoFTR_indoor,iris,MMU-Iris_impostor_82,16,8,167,60,0.3593,False,0.3593,False,True,1.8075
LoFTR_indoor,iris,MMU-Iris_impostor_83,18,19,220,78,0.3545,False,0.3545,False,True,2.4503
LoFTR_indoor,iris,MMU-Iris_impostor_84,27,32,119,53,0.4454,False,0.4454,False,True,2.4576
LoFTR_indoor,iris,MMU-Iris_impostor_85,42,40,218,82,0.3761,False,0.3761,False,True,2.2594
LoFTR_indoor,iris,MMU-Iris_impostor_86,19,10,33,13,0.3939,False,0.3939,False,True,2.1044
LoFTR_indoor,iris,MMU-Iris_impostor_87,13,10,97,27,0.2784,False,0.2784,False,True,2.1198
LoFTR_indoor,iris,MMU-Iris_impostor_88,38,26,124,44,0.3548,False,0.3548,False,True,2.1389
LoFTR_indoor,iris,MMU-Iris_impostor_89,25,18,143,39,0.2727,False,0.2727,False,True,2.5891
LoFTR_indoor,iris,MMU-Iris_impostor_90,22,14,221,57,0.2579,False,0.2579,False,True,2.2060
LoFTR_indoor,iris,MMU-Iris_impostor_91,5,7,228,86,0.3772,False,0.3772,False,True,1.6919
LoFTR_indoor,iris,MMU-Iris_impostor_92,6,30,164,58,0.3537,False,0.3537,False,True,2.3780
LoFTR_indoor,iris,MMU-Iris_impostor_93,23,16,191,87,0.4555,True,0.4555,False,False,2.3489
LoFTR_indoor,iris,MMU-Iris_impostor_94,36,19,97,34,0.3505,False,0.3505,False,True,1.7822
LoFTR_indoor,iris,MMU-Iris_impostor_95,13,7,176,62,0.3523,False,0.3523,False,True,2.3578
LoFTR_indoor,iris,MMU-Iris_impostor_96,15,18,137,42,0.3066,False,0.3066,False,True,2.6405
LoFTR_indoor,iris,MMU-Iris_impostor_97,1,14,295,142,0.4814,True,0.4814,False,False,2.1176
LoFTR_indoor,iris,MMU-Iris_impostor_98,12,7,212,80,0.3774,False,0.3774,False,True,2.2475
LoFTR_indoor,iris,MMU-Iris_impostor_99,9,38,169,57,0.3373,False,0.3373,False,True,1.7340
