matcher,modality,pair_id,identity1,identity2,num_keypoints_image1,num_keypoints_image2,num_matches,num_inliers,inlier_ratio,is_same_person_pred,confidence,ground_truth,is_correct,reprojection_error
sgmnet,iris,AMF-Iris_genuine_8,sirag,sirag,511,546,192,129,0.6719,True,0.6719,True,True,1.4172
aspanformer,iris,AMF-Iris_genuine_8,sirag,sirag,2684,2684,2684,2420,0.9016,True,0.9016,True,True,0.9477
deepdetect,iris,AMF-Iris_genuine_8,sirag,sirag,4489,4299,202,183,0.9059,True,0.9059,True,True,0.6293
loftr,iris,AMF-Iris_genuine_9,adnan,adnan,1024,1024,1024,942,0.9199,True,0.9199,True,True,1.2809
orb,iris,AMF-Iris_genuine_9,adnan,adnan,37,48,9,8,0.8889,True,0.8889,True,True,0.6750
sift,iris,AMF-Iris_genuine_9,adnan,adnan,11,16,8,8,1.0000,True,1.0000,True,True,0.8379
superglue,iris,AMF-Iris_genuine_9,adnan,adnan,474,489,392,262,0.6684,True,0.6684,True,True,2.2090
sgmnet,iris,AMF-Iris_genuine_9,adnan,adnan,366,311,146,113,0.7740,True,0.7740,True,True,1.1842
aspanformer,iris,AMF-Iris_genuine_9,adnan,adnan,2956,2956,2956,2762,0.9344,True,0.9344,True,True,0.4330
deepdetect,iris,AMF-Iris_genuine_9,adnan,adnan,4806,5136,2192,2192,1.0000,True,1.0000,True,True,0.7508
loftr,iris,AMF-Iris_genuine_10,adnan,adnan,1167,1167,1167,969,0.8303,True,0.8303,True,True,0.8291
orb,iris,AMF-Iris_genuine_10,adnan,adnan,71,68,28,24,0.8571,True,0.8571,True,True,0.8260
sift,iris,AMF-Iris_genuine_10,adnan,adnan,23,23,18,14,0.7778,True,0.7778,True,True,1.3025
superglue,iris,AMF-Iris_genuine_10,adnan,adnan,558,557,457,276,0.6039,True,0.6039,True,True,2.4388
sgmnet,iris,AMF-Iris_genuine_10,adnan,adnan,335,354,168,107,0.6369,True,0.6369,True,True,1.5236
aspanformer,iris,AMF-Iris_genuine_10,adnan,adnan,2958,2958,2958,2958,1.0000,True,1.0000,True,True,0.5837
deepdetect,iris,AMF-Iris_genuine_10,adnan,adnan,4224,4294,915,915,1.0000,True,1.0000,True,True,1.0727
loftr,iris,AMF-Iris_genuine_11,arwa,arwa,966,966,966,844,0.8737,True,0.8737,True,True,2.0318
orb,iris,AMF-Iris_genuine_11,arwa,arwa,177,156,30,18,0.6000,True,0.6000,True,True,1.1482
sift,iris,AMF-Iris_genuine_11,arwa,arwa,27,22,10,6,0.6000,True,0.6000,True,True,1.2156
superglue,iris,AMF-Iris_genuine_11,arwa,arwa,383,372,275,149,0.5418,True,0.5418,True,True,2.7766
sgmnet,iris,AMF-Iris_genuine_11,arwa,arwa,280,226,96,59,0.6146,True,0.6146,True,True,1.3691
aspanformer,iris,AMF-Iris_genuine_11,arwa,arwa,2406,2406,2406,1749,0.7269,True,0.7269,True,True,1.8647
deepdetect,iris,AMF-Iris_genuine_11,arwa,arwa,5720,5309,522,517,0.9904,True,0.9904,True,True,0.5997
loftr,iris,AMF-Iris_genuine_12,hamza,hamza,1802,1802,1802,1754,0.9734,True,0.9734,True,True,0.7506
orb,iris,AMF-Iris_genuine_12,hamza,hamza,51,54,22,18,0.8182,True,0.8182,True,True,1.0960
sift,iris,AMF-Iris_genuine_12,hamza,hamza,19,20,14,13,0.9286,True,0.9286,True,True,0.8130
superglue,iris,AMF-Iris_genuine_12,hamza,hamza,613,565,487,348,0.7146,True,0.7146,True,True,2.2413
sgmnet,iris,AMF-Iris_genuine_12,hamza,hamza,431,469,221,179,0.8100,True,0.8100,True,True,1.0285
aspanformer,iris,AMF-Iris_genuine_12,hamza,hamza,2969,2969,2969,2969,1.0000,True,1.0000,True,True,0.5077
deepdetect,iris,AMF-Iris_genuine_12,hamza,hamza,5410,5598,2508,2508,1.0000,True,1.0000,True,True,0.5348
loftr,iris,AMF-Iris_genuine_13,israa,israa,1367,1367,1367,1186,0.8676,True,0.8676,True,True,1.2064
orb,iris,AMF-Iris_genuine_13,israa,israa,23,36,8,0,,False,,True,False,
sift,iris,AMF-Iris_genuine_13,israa,israa,21,16,16,11,0.6875,True,0.6875,True,True,1.7890
superglue,iris,AMF-Iris_genuine_13,israa,israa,787,775,608,463,0.7615,True,0.7615,True,True,2.6125
sgmnet,iris,AMF-Iris_genuine_13,israa,israa,445,456,207,134,0.6473,True,0.6473,True,True,1.3445
aspanformer,iris,AMF-Iris_genuine_13,israa,israa,2981,2981,2981,2981,1.0000,True,1.0000,True,True,0.6235
deepdetect,iris,AMF-Iris_genuine_13,israa,israa,5124,4745,1181,1061,0.8984,True,0.8984,True,True,1.9079
loftr,iris,AMF-Iris_genuine_14,zahraa,zahraa,1359,1359,1359,1329,0.9779,True,0.9779,True,True,0.5837
orb,iris,AMF-Iris_genuine_14,zahraa,zahraa,55,53,38,35,0.9211,True,0.9211,True,True,1.2541
sift,iris,AMF-Iris_genuine_14,zahraa,zahraa,11,13,6,0,,False,,True,False,
superglue,iris,AMF-Iris_genuine_14,zahraa,zahraa,410,351,243,145,0.5967,True,0.5967,True,True,2.3938
sgmnet,iris,AMF-Iris_genuine_14,zahraa,zahraa,353,340,128,94,0.7344,True,0.7344,True,True,1.2804
aspanformer,iris,AMF-Iris_genuine_14,zahraa,zahraa,1808,1808,1808,1703,0.9419,True,0.9419,True,True,1.1661
deepdetect,iris,AMF-Iris_genuine_14,zahraa,zahraa,4338,3997,1992,1992,1.0000,True,1.0000,True,True,0.5659
loftr,iris,AMF-Iris_genuine_15,abeer,abeer,662,662,662,452,0.6828,True,0.6828,True,True,1.4390
orb,iris,AMF-Iris_genuine_15,abeer,abeer,200,233,19,0,,False,,True,False,
sift,iris,AMF-Iris_genuine_15,abeer,abeer,19,25,5,4,0.8000,True,0.8000,True,True,0.0000
superglue,iris,AMF-Iris_genuine_15,abeer,abeer,478,458,341,177,0.5191,True,0.5191,True,True,2.6291
sgmnet,iris,AMF-Iris_genuine_15,abeer,abeer,315,283,99,58,0.5859,True,0.5859,True,True,1.3461
aspanformer,iris,AMF-Iris_genuine_15,abeer,abeer,2570,2570,2570,2179,0.8479,True,0.8479,True,True,1.6320
deepdetect,iris,AMF-Iris_genuine_15,abeer,abeer,4962,5269,251,249,0.9920,True,0.9920,True,True,0.4853
loftr,iris,AMF-Iris_genuine_16,fuaad,fuaad,1022,1022,1022,716,0.7006,True,0.7006,True,True,2.3010
orb,iris,AMF-Iris_genuine_16,fuaad,fuaad,17,78,1,0,,False,,True,False,
sift,iris,AMF-Iris_genuine_16,fuaad,fuaad,4,35,2,0,,False,,True,False,
superglue,iris,AMF-Iris_genuine_16,fuaad,fuaad,537,571,376,228,0.6064,True,0.6064,True,True,2.5597
sgmnet,iris,AMF-Iris_genuine_16,fuaad,fuaad,420,313,138,68,0.4928,True,0.4928,True,True,1.3276
aspanformer,iris,AMF-Iris_genuine_16,fuaad,fuaad,1900,1900,1900,1136,0.5979,True,0.5979,True,True,1.9894
deepdetect,iris,AMF-Iris_genuine_16,fuaad,fuaad,4784,4370,359,347,0.9666,True,0.9666,True,True,0.7192
loftr,iris,AMF-Iris_genuine_17,sirag,sirag,1601,1601,1601,1394,0.8707,True,0.8707,True,True,1.4392
orb,iris,AMF-Iris_genuine_17,sirag,sirag,65,48,6,0,,False,,True,False,
sift,iris,AMF-Iris_genuine_17,sirag,sirag,17,15,6,0,,False,,True,False,
superglue,iris,AMF-Iris_genuine_17,sirag,sirag,756,732,611,313,0.5123,True,0.5123,True,True,2.5481
sgmnet,iris,AMF-Iris_genuine_17,sirag,sirag,551,500,252,143,0.5675,True,0.5675,True,True,1.5740
aspanformer,iris,AMF-Iris_genuine_17,sirag,sirag,2992,2992,2992,2988,0.9987,True,0.9987,True,True,0.6777
deepdetect,iris,AMF-Iris_genuine_17,sirag,sirag,4132,5354,1136,1115,0.9815,True,0.9815,True,True,1.4633
loftr,iris,AMF-Iris_genuine_18,hamza,hamza,1211,1211,1211,936,0.7729,True,0.7729,True,True,1.9954
orb,iris,AMF-Iris_genuine_18,hamza,hamza,34,71,13,11,0.8462,True,0.8462,True,True,0.7111
sift,iris,AMF-Iris_genuine_18,hamza,hamza,19,29,16,13,0.8125,True,0.8125,True,True,1.8194
superglue,iris,AMF-Iris_genuine_18,hamza,hamza,547,504,436,280,0.6422,True,0.6422,True,True,2.5339
sgmnet,iris,AMF-Iris_genuine_18,hamza,hamza,397,392,182,147,0.8077,True,0.8077,True,True,1.1582
aspanformer,iris,AMF-Iris_genuine_18,hamza,hamza,2672,2672,2672,2450,0.9169,True,0.9169,True,True,1.7338
deepdetect,iris,AMF-Iris_genuine_18,hamza,hamza,4167,4598,754,754,1.0000,True,1.0000,True,True,0.8863
loftr,iris,AMF-Iris_genuine_19,taha,taha,1117,1117,1117,809,0.7243,True,0.7243,True,True,1.7071
orb,iris,AMF-Iris_genuine_19,taha,taha,101,59,7,5,0.7143,True,0.7143,True,True,0.8649
sift,iris,AMF-Iris_genuine_19,taha,taha,22,19,6,6,1.0000,True,1.0000,True,True,0.0611
superglue,iris,AMF-Iris_genuine_19,taha,taha,808,752,585,399,0.6821,True,0.6821,True,True,2.5480
sgmnet,iris,AMF-Iris_genuine_19,taha,taha,483,477,201,125,0.6219,True,0.6219,True,True,1.1662
aspanformer,iris,AMF-Iris_genuine_19,taha,taha,2559,2559,2559,1953,0.7632,True,0.7632,True,True,1.4768
deepdetect,iris,AMF-Iris_genuine_19,taha,taha,3971,3909,440,433,0.9841,True,0.9841,True,True,0.5958
loftr,iris,AMF-Iris_genuine_20,khalid,khalid,1330,1330,1330,1309,0.9842,True,0.9842,True,True,1.4272
orb,iris,AMF-Iris_genuine_20,khalid,khalid,30,35,7,0,,False,,True,False,
sift,iris,AMF-Iris_genuine_20,khalid,khalid,19,22,12,9,0.7500,True,0.7500,True,True,0.6283
superglue,iris,AMF-Iris_genuine_20,khalid,khalid,480,520,397,244,0.6146,True,0.6146,True,True,2.3898
sgmnet,iris,AMF-Iris_genuine_20,khalid,khalid,299,318,114,91,0.7982,True,0.7982,True,True,1.1102
aspanformer,iris,AMF-Iris_genuine_20,khalid,khalid,2769,2769,2769,2578,0.9310,True,0.9310,True,True,0.7709
deepdetect,iris,AMF-Iris_genuine_20,khalid,khalid,5167,4759,934,934,1.0000,True,1.0000,True,True,0.6902
loftr,iris,AMF-Iris_genuine_21,aadil,aadil,1572,1572,1572,1318,0.8384,True,0.8384,True,True,1.5625
orb,iris,AMF-Iris_genuine_21,aadil,aadil,39,30,11,9,0.8182,True,0.8182,True,True,1.0444
sift,iris,AMF-Iris_genuine_21,aadil,aadil,29,27,18,17,0.9444,True,0.9444,True,True,1.2486
superglue,iris,AMF-Iris_genuine_21,aadil,aadil,643,612,482,337,0.6992,True,0.6992,True,True,2.3946
sgmnet,iris,AMF-Iris_genuine_21,aadil,aadil,423,378,185,162,0.8757,True,0.8757,True,True,1.0943
aspanformer,iris,AMF-Iris_genuine_21,aadil,aadil,3006,3006,3006,3002,0.9987,True,0.9987,True,True,0.4604
deepdetect,iris,AMF-Iris_genuine_21,aadil,aadil,5821,5181,1700,1700,1.0000,True,1.0000,True,True,1.0189
loftr,iris,AMF-Iris_genuine_22,baydaa,baydaa,1159,1159,1159,831,0.7170,True,0.7170,True,True,1.8022
orb,iris,AMF-Iris_genuine_22,baydaa,baydaa,110,118,21,13,0.6190,True,0.6190,True,True,1.1608
sift,iris,AMF-Iris_genuine_22,baydaa,baydaa,34,32,8,4,0.5000,True,0.5000,True,True,0.0000
superglue,iris,AMF-Iris_genuine_22,baydaa,baydaa,574,698,470,264,0.5617,True,0.5617,True,True,2.6558
sgmnet,iris,AMF-Iris_genuine_22,baydaa,baydaa,349,394,154,68,0.4416,True,0.4416,True,True,1.5550
aspanformer,iris,AMF-Iris_genuine_22,baydaa,baydaa,2929,2929,2929,2795,0.9543,True,0.9543,True,True,0.8769
deepdetect,iris,AMF-Iris_genuine_22,baydaa,baydaa,4905,4756,279,243,0.8710,True,0.8710,True,True,1.5900
loftr,iris,AMF-Iris_genuine_23,sirag,sirag,1662,1662,1662,1648,0.9916,True,0.9916,True,True,1.1800
orb,iris,AMF-Iris_genuine_23,sirag,sirag,45,64,16,15,0.9375,True,0.9375,True,True,0.8283
sift,iris,AMF-Iris_genuine_23,sirag,sirag,19,24,16,15,0.9375,True,0.9375,True,True,1.6334
superglue,iris,AMF-Iris_genuine_23,sirag,sirag,813,812,690,434,0.6290,True,0.6290,True,True,2.3890
sgmnet,iris,AMF-Iris_genuine_23,sirag,sirag,511,544,268,168,0.6269,True,0.6269,True,True,1.2119
aspanformer,iris,AMF-Iris_genuine_23,sirag,sirag,1892,1892,1892,1718,0.9080,True,0.9080,True,True,1.2827
deepdetect,iris,AMF-Iris_genuine_23,sirag,sirag,4489,4356,1564,1456,0.9309,True,0.9309,True,True,1.1344
loftr,iris,AMF-Iris_genuine_24,muhand,muhand,1638,1638,1638,1481,0.9042,True,0.9042,True,True,0.5483
orb,iris,AMF-Iris_genuine_24,muhand,muhand,78,88,50,47,0.9400,True,0.9400,True,True,0.9210
sift,iris,AMF-Iris_genuine_24,muhand,muhand,14,21,10,10,1.0000,True,1.0000,True,True,0.4676
superglue,iris,AMF-Iris_genuine_24,muhand,muhand,723,748,611,424,0.6939,True,0.6939,True,True,2.2265
sgmnet,iris,AMF-Iris_genuine_24,muhand,muhand,421,437,197,176,0.8934,True,0.8934,True,True,0.9586
aspanformer,iris,AMF-Iris_genuine_24,muhand,muhand,2952,2952,2952,2905,0.9841,True,0.9841,True,True,0.4624
deepdetect,iris,AMF-Iris_genuine_24,muhand,muhand,4215,4094,2376,2376,1.0000,True,1.0000,True,True,0.4556
loftr,iris,AMF-Iris_genuine_25,basam,basam,1009,1009,1009,832,0.8246,True,0.8246,True,True,0.8963
orb,iris,AMF-Iris_genuine_25,basam,basam,89,71,27,20,0.7407,True,0.7407,True,True,1.6485
sift,iris,AMF-Iris_genuine_25,basam,basam,29,21,15,13,0.8667,True,0.8667,True,True,0.6025
superglue,iris,AMF-Iris_genuine_25,basam,basam,856,784,655,474,0.7237,True,0.7237,True,True,2.3312
sgmnet,iris,AMF-Iris_genuine_25,basam,basam,465,449,196,173,0.8827,True,0.8827,True,True,0.9356
aspanformer,iris,AMF-Iris_genuine_25,basam,basam,1935,1935,1935,1474,0.7618,True,0.7618,True,True,1.6982
deepdetect,iris,AMF-Iris_genuine_25,basam,basam,5224,5611,1591,1584,0.9956,True,0.9956,True,True,0.6676
loftr,iris,AMF-Iris_genuine_26,hamza,hamza,1276,1276,1276,1067,0.8362,True,0.8362,True,True,2.1046
orb,iris,AMF-Iris_genuine_26,hamza,hamza,70,51,24,22,0.9167,True,0.9167,True,True,1.4076
sift,iris,AMF-Iris_genuine_26,hamza,hamza,32,19,17,10,0.5882,True,0.5882,True,True,1.7637
superglue,iris,AMF-Iris_genuine_26,hamza,hamza,555,613,484,308,0.6364,True,0.6364,True,True,2.4675
sgmnet,iris,AMF-Iris_genuine_26,hamza,hamza,440,431,200,138,0.6900,True,0.6900,True,True,1.3140
aspanformer,iris,AMF-Iris_genuine_26,hamza,hamza,2302,2302,2302,1789,0.7772,True,0.7772,True,True,1.1880
deepdetect,iris,AMF-Iris_genuine_26,hamza,hamza,5993,5410,1750,1745,0.9971,True,0.9971,True,True,0.7958
loftr,iris,AMF-Iris_genuine_27,mohamad,mohamad,981,981,981,809,0.8247,True,0.8247,True,True,0.9070
orb,iris,AMF-Iris_genuine_27,mohamad,mohamad,54,85,21,18,0.8571,True,0.8571,True,True,1.3599
sift,iris,AMF-Iris_genuine_27,mohamad,mohamad,26,31,11,10,0.9091,True,0.9091,True,True,0.9987
superglue,iris,AMF-Iris_genuine_27,mohamad,mohamad,613,554,462,310,0.6710,True,0.6710,True,True,2.4586
sgmnet,iris,AMF-Iris_genuine_27,mohamad,mohamad,411,395,172,141,0.8198,True,0.8198,True,True,1.2804
aspanformer,iris,AMF-Iris_genuine_27,mohamad,mohamad,3005,3005,3005,3005,1.0000,True,1.0000,True,True,0.6279
deepdetect,iris,AMF-Iris_genuine_27,mohamad,mohamad,5656,6050,1270,1267,0.9976,True,0.9976,True,True,1.1183
loftr,iris,AMF-Iris_genuine_28,arwa,arwa,507,507,507,211,0.4162,False,0.4162,True,False,2.0234
orb,iris,AMF-Iris_genuine_28,arwa,arwa,217,148,18,7,0.3889,False,0.3889,True,False,1.4105
sift,iris,AMF-Iris_genuine_28,arwa,arwa,33,25,6,0,,False,,True,False,
superglue,iris,AMF-Iris_genuine_28,arwa,arwa,441,273,199,92,0.4623,True,0.4623,True,True,2.6766
sgmnet,iris,AMF-Iris_genuine_28,arwa,arwa,301,199,90,41,0.4556,True,0.4556,True,True,1.3031
aspanformer,iris,AMF-Iris_genuine_28,arwa,arwa,1549,1549,1549,780,0.5036,True,0.5036,True,True,1.9004
deepdetect,iris,AMF-Iris_genuine_28,arwa,arwa,5601,5177,97,76,0.7835,True,0.7835,True,True,0.8577
loftr,iris,AMF-Iris_genuine_29,saad,saad,1314,1314,1314,1049,0.7983,True,0.7983,True,True,1.7469
orb,iris,AMF-Iris_genuine_29,saad,saad,44,94,6,0,,False,,True,False,
sift,iris,AMF-Iris_genuine_29,saad,saad,23,33,15,11,0.7333,True,0.7333,True,True,1.3705
superglue,iris,AMF-Iris_genuine_29,saad,saad,704,639,540,301,0.5574,True,0.5574,True,True,2.4376
sgmnet,iris,AMF-Iris_genuine_29,saad,saad,413,422,177,131,0.7401,True,0.7401,True,True,1.4176
aspanformer,iris,AMF-Iris_genuine_29,saad,saad,2409,2409,2409,2303,0.9560,True,0.9560,True,True,1.0154
deepdetect,iris,AMF-Iris_genuine_29,saad,saad,5196,7214,1024,1024,1.0000,True,1.0000,True,True,1.1341
loftr,iris,AMF-Iris_genuine_30,arwa,arwa,537,537,537,228,0.4246,False,0.4246,True,False,2.3360
orb,iris,AMF-Iris_genuine_30,arwa,arwa,148,191,13,6,0.4615,True,0.4615,True,True,1.6262
sift,iris,AMF-Iris_genuine_30,arwa,arwa,25,40,7,6,0.8571,True,0.8571,True,True,0.5962
superglue,iris,AMF-Iris_genuine_30,arwa,arwa,273,428,220,100,0.4545,True,0.4545,True,True,2.6942
sgmnet,iris,AMF-Iris_genuine_30,arwa,arwa,199,301,56,30,0.5357,True,0.5357,True,True,0.8455
aspanformer,iris,AMF-Iris_genuine_30,arwa,arwa,1938,1938,1938,1077,0.5557,True,0.5557,True,True,2.2263
deepdetect,iris,AMF-Iris_genuine_30,arwa,arwa,5177,5573,98,88,0.8980,True,0.8980,True,True,0.6996
loftr,iris,AMF-Iris_genuine_31,omar,omar,1090,1090,1090,853,0.7826,True,0.7826,True,True,0.6746
orb,iris,AMF-Iris_genuine_31,omar,omar,28,36,1,0,,False,,True,False,
sift,iris,AMF-Iris_genuine_31,omar,omar,24,27,11,9,0.8182,True,0.8182,True,True,0.4617
superglue,iris,AMF-Iris_genuine_31,omar,omar,695,613,523,327,0.6252,True,0.6252,True,True,2.3229
sgmnet,iris,AMF-Iris_genuine_31,omar,omar,626,583,292,251,0.8596,True,0.8596,True,True,0.9171
aspanformer,iris,AMF-Iris_genuine_31,omar,omar,2359,2359,2359,2162,0.9165,True,0.9165,True,True,1.0850
deepdetect,iris,AMF-Iris_genuine_31,omar,omar,5762,5331,1008,994,0.9861,True,0.9861,True,True,0.4064
loftr,iris,AMF-Iris_genuine_32,muhand,muhand,1591,1591,1591,1294,0.8133,True,0.8133,True,True,0.8387
orb,iris,AMF-Iris_genuine_32,muhand,muhand,88,84,35,28,0.8000,True,0.8000,True,True,1.1297
sift,iris,AMF-Iris_genuine_32,muhand,muhand,21,18,5,5,1.0000,True,1.0000,True,True,0.3837
superglue,iris,AMF-Iris_genuine_32,muhand,muhand,748,751,610,390,0.6393,True,0.6393,True,True,2.1529
sgmnet,iris,AMF-Iris_genuine_32,muhand,muhand,437,441,199,166,0.8342,True,0.8342,True,True,1.0385
aspanformer,iris,AMF-Iris_genuine_32,muhand,muhand,2960,2960,2960,2960,1.0000,True,1.0000,True,True,0.5075
deepdetect,iris,AMF-Iris_genuine_32,muhand,muhand,4094,3746,1520,1520,1.0000,True,1.0000,True,True,0.6976
loftr,iris,AMF-Iris_genuine_33,khaleel,khaleel,1001,1001,1001,725,0.7243,True,0.7243,True,True,1.6559
orb,iris,AMF-Iris_genuine_33,khaleel,khaleel,98,104,18,12,0.6667,True,0.6667,True,True,0.8364
sift,iris,AMF-Iris_genuine_33,khaleel,khaleel,33,33,17,9,0.5294,True,0.5294,True,True,0.5055
