matcher,modality,pair_id,identity1,identity2,num_keypoints_image1,num_keypoints_image2,num_matches,num_inliers,inlier_ratio,is_same_person_pred,confidence,ground_truth,is_correct,reprojection_error
superglue,face,Multi-PIE_genuine_24,139,139,294,354,118,50,0.4237,False,0.4055,True,False,2.3788
sgmnet,face,Multi-PIE_genuine_24,139,139,3156,3289,861,231,0.2683,False,0.2647,True,False,1.7718
aspanformer,face,Multi-PIE_genuine_24,139,139,450,450,450,330,0.7333,True,0.7111,True,True,2.1145
deepdetect,face,Multi-PIE_genuine_24,139,139,29266,19222,51,43,0.8431,True,0.8431,True,True,1.7566
loftr,face,Multi-PIE_genuine_25,078,078,10,10,10,6,0.6000,True,0.5677,True,True,1.2099
orb,face,Multi-PIE_genuine_25,078,078,755,605,11,0,,False,,True,False,
sift,face,Multi-PIE_genuine_25,078,078,138,148,4,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_25,078,078,343,326,0,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_25,078,078,4000,4000,19,6,0.3158,False,0.2988,True,False,0.9122
aspanformer,face,Multi-PIE_genuine_25,078,078,1,1,1,0,,False,,True,False,
deepdetect,face,Multi-PIE_genuine_25,078,078,15285,16592,16,15,0.9375,True,0.9375,True,True,1.3608
loftr,face,Multi-PIE_genuine_26,108,108,852,852,852,450,0.5282,True,0.5141,True,True,2.0410
orb,face,Multi-PIE_genuine_26,108,108,615,257,15,0,,False,,True,False,
sift,face,Multi-PIE_genuine_26,108,108,104,69,7,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_26,108,108,307,284,129,38,0.2946,False,0.2777,True,False,2.6801
sgmnet,face,Multi-PIE_genuine_26,108,108,4000,4000,1198,263,0.2195,False,0.2165,True,False,1.7771
aspanformer,face,Multi-PIE_genuine_26,108,108,1524,1524,1524,839,0.5505,True,0.5412,True,True,1.8434
deepdetect,face,Multi-PIE_genuine_26,108,108,15403,16309,22,15,0.6818,True,0.6818,True,True,0.5497
loftr,face,Multi-PIE_genuine_27,168,168,1,1,1,0,,False,,True,False,
orb,face,Multi-PIE_genuine_27,168,168,622,944,13,0,,False,,True,False,
sift,face,Multi-PIE_genuine_27,168,168,148,182,2,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_27,168,168,381,326,0,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_27,168,168,3269,4000,31,6,0.1935,False,0.1831,True,False,0.7265
aspanformer,face,Multi-PIE_genuine_27,168,168,3,3,3,0,,False,,True,False,
deepdetect,face,Multi-PIE_genuine_27,168,168,18990,13724,15,13,0.8667,True,0.8667,True,True,1.1930
loftr,face,Multi-PIE_genuine_28,051,051,0,0,0,0,,False,,True,False,
orb,face,Multi-PIE_genuine_28,051,051,625,927,19,0,,False,,True,False,
sift,face,Multi-PIE_genuine_28,051,051,174,219,4,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_28,051,051,521,481,0,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_28,051,051,2613,3338,19,5,0.2632,False,0.2453,True,False,0.3257
aspanformer,face,Multi-PIE_genuine_28,051,051,14,14,14,6,0.4286,True,0.4020,True,True,1.6735
deepdetect,face,Multi-PIE_genuine_28,051,051,51204,14916,111,44,0.3964,True,0.3964,True,True,2.9914
loftr,face,Multi-PIE_genuine_29,047,047,15,15,15,6,0.4000,False,0.3785,True,False,1.0931
orb,face,Multi-PIE_genuine_29,047,047,158,547,3,0,,False,,True,False,
sift,face,Multi-PIE_genuine_29,047,047,47,79,0,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_29,047,047,369,227,0,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_29,047,047,3194,4000,119,27,0.2269,False,0.2269,True,False,1.3839
aspanformer,face,Multi-PIE_genuine_29,047,047,8,8,8,5,0.6250,True,0.5826,True,True,0.8495
deepdetect,face,Multi-PIE_genuine_29,047,047,26053,9033,42,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_30,189,189,3,3,3,0,,False,,True,False,
orb,face,Multi-PIE_genuine_30,189,189,14,231,0,0,,False,,True,False,
sift,face,Multi-PIE_genuine_30,189,189,11,46,0,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_30,189,189,251,401,2,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_30,189,189,3664,3621,323,16,0.0495,False,0.0493,True,False,1.5291
aspanformer,face,Multi-PIE_genuine_30,189,189,15,15,15,7,0.4667,True,0.4450,True,True,1.5996
deepdetect,face,Multi-PIE_genuine_30,189,189,14022,24305,9,4,0.4444,True,0.4444,True,True,0.0000
loftr,face,Multi-PIE_genuine_31,049,049,164,164,164,38,0.2317,False,0.2203,True,False,2.5075
orb,face,Multi-PIE_genuine_31,049,049,355,368,12,0,,False,,True,False,
sift,face,Multi-PIE_genuine_31,049,049,91,59,4,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_31,049,049,327,229,30,11,0.3667,False,0.3447,True,False,2.4715
sgmnet,face,Multi-PIE_genuine_31,049,049,3333,4000,74,17,0.2297,False,0.2285,True,False,1.5669
aspanformer,face,Multi-PIE_genuine_31,049,049,211,211,211,66,0.3128,False,0.3024,True,False,2.1749
deepdetect,face,Multi-PIE_genuine_31,049,049,17001,12139,12,9,0.7500,True,0.7500,True,True,0.8880
loftr,face,Multi-PIE_genuine_32,179,179,19,19,19,6,0.3158,False,0.2949,True,False,1.7605
orb,face,Multi-PIE_genuine_32,179,179,99,276,5,0,,False,,True,False,
sift,face,Multi-PIE_genuine_32,179,179,34,73,0,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_32,179,179,269,261,1,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_32,179,179,3957,3230,28,7,0.2500,False,0.2396,True,False,0.5943
aspanformer,face,Multi-PIE_genuine_32,179,179,2,2,2,0,,False,,True,False,
deepdetect,face,Multi-PIE_genuine_32,179,179,23911,10284,34,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_33,172,172,0,0,0,0,,False,,True,False,
orb,face,Multi-PIE_genuine_33,172,172,612,796,22,0,,False,,True,False,
sift,face,Multi-PIE_genuine_33,172,172,110,184,5,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_33,172,172,231,484,5,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_33,172,172,3964,3020,19,0,,False,,True,False,
aspanformer,face,Multi-PIE_genuine_33,172,172,1,1,1,0,,False,,True,False,
deepdetect,face,Multi-PIE_genuine_33,172,172,16582,25472,40,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_34,132,132,12,12,12,5,0.4167,False,0.3884,True,False,1.0559
orb,face,Multi-PIE_genuine_34,132,132,502,197,15,0,,False,,True,False,
sift,face,Multi-PIE_genuine_34,132,132,113,56,1,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_34,132,132,401,256,0,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_34,132,132,4000,3423,137,13,0.0949,False,0.0942,True,False,1.4750
aspanformer,face,Multi-PIE_genuine_34,132,132,4,4,4,0,,False,,True,False,
deepdetect,face,Multi-PIE_genuine_34,132,132,11319,9899,28,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_35,022,022,41,41,41,12,0.2927,False,0.2771,True,False,2.4039
orb,face,Multi-PIE_genuine_35,022,022,379,110,20,0,,False,,True,False,
sift,face,Multi-PIE_genuine_35,022,022,122,60,2,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_35,022,022,530,255,16,7,0.4375,False,0.4192,True,False,1.2456
sgmnet,face,Multi-PIE_genuine_35,022,022,3318,3762,153,11,0.0719,False,0.0710,True,False,1.2755
aspanformer,face,Multi-PIE_genuine_35,022,022,96,96,96,34,0.3542,False,0.3382,True,False,2.4230
deepdetect,face,Multi-PIE_genuine_35,022,022,28851,15031,16,9,0.5625,True,0.5625,True,True,0.7052
loftr,face,Multi-PIE_genuine_36,230,230,112,112,112,16,0.1429,False,0.1369,True,False,2.3028
orb,face,Multi-PIE_genuine_36,230,230,373,196,17,0,,False,,True,False,
sift,face,Multi-PIE_genuine_36,230,230,90,74,6,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_36,230,230,481,330,13,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_36,230,230,3778,3836,63,8,0.1270,False,0.1229,True,False,0.7580
aspanformer,face,Multi-PIE_genuine_36,230,230,15,15,15,8,0.5333,True,0.5125,True,True,1.6494
deepdetect,face,Multi-PIE_genuine_36,230,230,17217,18258,20,11,0.5500,True,0.5500,True,True,0.8716
loftr,face,Multi-PIE_genuine_37,063,063,13,13,13,8,0.6154,True,0.5958,True,True,0.8772
orb,face,Multi-PIE_genuine_37,063,063,2,185,0,0,,False,,True,False,
sift,face,Multi-PIE_genuine_37,063,063,9,72,2,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_37,063,063,132,378,27,8,0.2963,False,0.2819,True,False,1.8511
sgmnet,face,Multi-PIE_genuine_37,063,063,4000,3362,11,6,0.5455,True,0.5161,True,True,0.0000
aspanformer,face,Multi-PIE_genuine_37,063,063,2,2,0,0,,False,,True,False,
deepdetect,face,Multi-PIE_genuine_37,063,063,7383,26872,4,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_38,189,189,424,424,424,127,0.2995,False,0.2939,True,False,1.8774
orb,face,Multi-PIE_genuine_38,189,189,311,635,17,7,0.4118,False,0.3946,True,False,0.8693
sift,face,Multi-PIE_genuine_38,189,189,86,153,8,5,0.6250,True,0.5826,True,True,1.0295
superglue,face,Multi-PIE_genuine_38,189,189,464,525,217,51,0.2350,False,0.2226,True,False,2.5884
sgmnet,face,Multi-PIE_genuine_38,189,189,2874,2570,241,85,0.3527,False,0.3494,True,False,1.6870
aspanformer,face,Multi-PIE_genuine_38,189,189,1180,1180,1180,437,0.3703,False,0.3540,True,False,2.4028
deepdetect,face,Multi-PIE_genuine_38,189,189,23706,38556,56,31,0.5536,True,0.5536,True,True,1.0366
loftr,face,Multi-PIE_genuine_39,040,040,2,2,0,0,,False,,True,False,
orb,face,Multi-PIE_genuine_39,040,040,376,304,14,0,,False,,True,False,
sift,face,Multi-PIE_genuine_39,040,040,147,70,3,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_39,040,040,546,315,0,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_39,040,040,3626,3787,269,18,0.0669,False,0.0668,True,False,1.1944
aspanformer,face,Multi-PIE_genuine_39,040,040,5,5,5,0,,False,,True,False,
deepdetect,face,Multi-PIE_genuine_39,040,040,18970,15177,21,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_40,146,146,778,778,778,321,0.4126,False,0.3984,True,False,2.2018
orb,face,Multi-PIE_genuine_40,146,146,398,546,8,0,,False,,True,False,
sift,face,Multi-PIE_genuine_40,146,146,99,106,1,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_40,146,146,383,353,180,59,0.3278,False,0.3097,True,False,2.6327
sgmnet,face,Multi-PIE_genuine_40,146,146,3317,3706,1071,150,0.1401,False,0.1381,True,False,1.7860
aspanformer,face,Multi-PIE_genuine_40,146,146,1351,1351,1351,600,0.4441,True,0.4307,True,True,2.1130
deepdetect,face,Multi-PIE_genuine_40,146,146,17739,22198,10,9,0.9000,True,0.9000,True,True,1.4985
loftr,face,Multi-PIE_genuine_41,180,180,172,172,172,49,0.2849,False,0.2692,True,False,2.6329
orb,face,Multi-PIE_genuine_41,180,180,217,487,13,8,0.6154,True,0.5958,True,True,1.3583
