matcher,modality,pair_id,identity1,identity2,num_keypoints_image1,num_keypoints_image2,num_matches,num_inliers,inlier_ratio,is_same_person_pred,confidence,ground_truth,is_correct,reprojection_error
loftr,face,Multi-PIE_genuine_14,014,014,5,5,5,0,,False,,True,False,
orb,face,Multi-PIE_genuine_14,014,014,463,243,22,0,,False,,True,False,
sift,face,Multi-PIE_genuine_14,014,014,145,70,2,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_14,014,014,454,228,0,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_14,014,014,2558,2764,111,10,0.0901,False,0.0885,True,False,1.1705
aspanformer,face,Multi-PIE_genuine_14,014,014,5,5,5,4,0.8000,True,0.7332,True,True,0.0000
deepdetect,face,Multi-PIE_genuine_14,014,014,16572,5134,6,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_15,099,099,372,372,372,117,0.3145,False,0.3014,True,False,2.3549
orb,face,Multi-PIE_genuine_15,099,099,267,537,5,0,,False,,True,False,
sift,face,Multi-PIE_genuine_15,099,099,74,94,4,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_15,099,099,404,446,133,38,0.2857,False,0.2734,True,False,2.3791
sgmnet,face,Multi-PIE_genuine_15,099,099,2280,2636,398,61,0.1533,False,0.1502,True,False,1.9065
aspanformer,face,Multi-PIE_genuine_15,099,099,461,461,461,179,0.3883,False,0.3754,True,False,2.1760
deepdetect,face,Multi-PIE_genuine_15,099,099,15259,16016,38,25,0.6579,True,0.6579,True,True,1.4523
loftr,face,Multi-PIE_genuine_16,209,209,11,11,11,6,0.5455,True,0.5161,True,True,1.4032
orb,face,Multi-PIE_genuine_16,209,209,390,80,16,7,0.4375,False,0.3523,True,False,4.9793
sift,face,Multi-PIE_genuine_16,209,209,69,18,6,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_16,209,209,348,302,1,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_16,209,209,2493,3079,22,0,,False,,True,False,
aspanformer,face,Multi-PIE_genuine_16,209,209,1,1,1,0,,False,,True,False,
deepdetect,face,Multi-PIE_genuine_16,209,209,10696,12276,13,11,0.8462,True,0.8462,True,True,2.0413
loftr,face,Multi-PIE_genuine_17,110,110,15,15,15,5,0.3333,False,0.3107,True,False,1.1892
orb,face,Multi-PIE_genuine_17,110,110,390,347,16,0,,False,,True,False,
sift,face,Multi-PIE_genuine_17,110,110,107,75,1,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_17,110,110,297,294,19,8,0.4211,False,0.3991,True,False,1.9269
sgmnet,face,Multi-PIE_genuine_17,110,110,3035,3115,18,0,,False,,True,False,
aspanformer,face,Multi-PIE_genuine_17,110,110,10,10,10,5,0.5000,True,0.4661,True,True,0.9405
deepdetect,face,Multi-PIE_genuine_17,110,110,10307,11542,0,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_18,225,225,0,0,0,0,,False,,True,False,
orb,face,Multi-PIE_genuine_18,225,225,281,163,11,5,0.4545,False,0.4237,True,False,0.6389
sift,face,Multi-PIE_genuine_18,225,225,65,69,0,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_18,225,225,391,421,1,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_18,225,225,2804,2552,35,8,0.2286,False,0.2213,True,False,0.4066
aspanformer,face,Multi-PIE_genuine_18,225,225,11,11,11,5,0.4545,True,0.4237,True,True,0.7069
deepdetect,face,Multi-PIE_genuine_18,225,225,10710,13846,6,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_19,139,139,1,1,0,0,,False,,True,False,
orb,face,Multi-PIE_genuine_19,139,139,18,201,0,0,,False,,True,False,
sift,face,Multi-PIE_genuine_19,139,139,15,67,2,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_19,139,139,156,311,0,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_19,139,139,3636,2158,9,0,,False,,True,False,
aspanformer,face,Multi-PIE_genuine_19,139,139,3,3,3,0,,False,,True,False,
deepdetect,face,Multi-PIE_genuine_19,139,139,4202,22778,4,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_20,004,004,325,325,325,70,0.2154,False,0.2073,True,False,2.2617
orb,face,Multi-PIE_genuine_20,004,004,482,649,5,0,,False,,True,False,
sift,face,Multi-PIE_genuine_20,004,004,135,137,3,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_20,004,004,426,354,155,38,0.2452,False,0.2348,True,False,2.3641
sgmnet,face,Multi-PIE_genuine_20,004,004,1603,2146,42,8,0.1905,False,0.1844,True,False,1.1304
aspanformer,face,Multi-PIE_genuine_20,004,004,145,145,145,47,0.3241,False,0.3241,True,False,1.4635
deepdetect,face,Multi-PIE_genuine_20,004,004,17724,13945,60,45,0.7500,True,0.7500,True,True,2.5385
loftr,face,Multi-PIE_genuine_21,080,080,0,0,0,0,,False,,True,False,
orb,face,Multi-PIE_genuine_21,080,080,161,314,5,0,,False,,True,False,
sift,face,Multi-PIE_genuine_21,080,080,31,45,1,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_21,080,080,268,427,17,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_21,080,080,2671,1962,15,0,,False,,True,False,
aspanformer,face,Multi-PIE_genuine_21,080,080,6,6,6,4,0.6667,True,0.6110,True,True,0.0000
deepdetect,face,Multi-PIE_genuine_21,080,080,7465,11670,5,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_22,211,211,119,119,119,42,0.3529,False,0.3375,True,False,2.3930
orb,face,Multi-PIE_genuine_22,211,211,407,310,21,0,,False,,True,False,
sift,face,Multi-PIE_genuine_22,211,211,107,69,5,4,0.8000,True,0.7332,True,True,0.0000
superglue,face,Multi-PIE_genuine_22,211,211,573,374,74,13,0.1757,False,0.1651,True,False,2.6041
sgmnet,face,Multi-PIE_genuine_22,211,211,2076,2361,42,7,0.1667,False,0.1597,True,False,0.9965
aspanformer,face,Multi-PIE_genuine_22,211,211,30,30,30,12,0.4000,False,0.3962,True,False,1.0974
deepdetect,face,Multi-PIE_genuine_22,211,211,22153,10034,40,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_23,170,170,54,54,54,0,,False,,True,False,
orb,face,Multi-PIE_genuine_23,170,170,58,603,1,0,,False,,True,False,
sift,face,Multi-PIE_genuine_23,170,170,32,138,0,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_23,170,170,305,385,0,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_23,170,170,2845,1896,39,8,0.2051,False,0.1986,True,False,0.8331
aspanformer,face,Multi-PIE_genuine_23,170,170,7,7,7,6,0.8571,True,0.8110,True,True,1.4538
deepdetect,face,Multi-PIE_genuine_23,170,170,12376,17899,5,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_24,139,139,278,278,278,133,0.4784,True,0.4554,True,True,2.4879
orb,face,Multi-PIE_genuine_24,139,139,123,491,4,0,,False,,True,False,
sift,face,Multi-PIE_genuine_24,139,139,61,86,1,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_24,139,139,294,349,118,52,0.4407,False,0.4216,True,False,2.3842
sgmnet,face,Multi-PIE_genuine_24,139,139,3156,3266,841,244,0.2901,False,0.2848,True,False,1.8727
aspanformer,face,Multi-PIE_genuine_24,139,139,476,476,476,317,0.6660,True,0.6373,True,True,2.3809
deepdetect,face,Multi-PIE_genuine_24,139,139,29266,19112,87,40,0.4598,True,0.4598,True,True,2.4203
loftr,face,Multi-PIE_genuine_25,078,078,40,40,40,11,0.2750,False,0.2582,True,False,2.5004
orb,face,Multi-PIE_genuine_25,078,078,725,511,11,0,,False,,True,False,
sift,face,Multi-PIE_genuine_25,078,078,137,127,4,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_25,078,078,354,334,0,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_25,078,078,2600,2936,188,15,0.0798,False,0.0795,True,False,1.3270
aspanformer,face,Multi-PIE_genuine_25,078,078,1,1,1,0,,False,,True,False,
deepdetect,face,Multi-PIE_genuine_25,078,078,10546,11536,0,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_26,108,108,956,956,956,486,0.5084,True,0.4905,True,True,2.2136
orb,face,Multi-PIE_genuine_26,108,108,429,217,18,0,,False,,True,False,
sift,face,Multi-PIE_genuine_26,108,108,76,68,6,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_26,108,108,287,281,133,38,0.2857,False,0.2652,True,False,2.9913
sgmnet,face,Multi-PIE_genuine_26,108,108,2608,2457,1113,301,0.2704,False,0.2690,True,False,1.6089
aspanformer,face,Multi-PIE_genuine_26,108,108,1726,1726,1726,852,0.4936,True,0.4738,True,True,2.3194
deepdetect,face,Multi-PIE_genuine_26,108,108,8332,9431,8,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_27,168,168,6,6,0,0,,False,,True,False,
orb,face,Multi-PIE_genuine_27,168,168,551,795,8,0,,False,,True,False,
sift,face,Multi-PIE_genuine_27,168,168,137,126,2,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_27,168,168,378,279,2,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_27,168,168,2144,3347,16,7,0.4375,True,0.4192,True,True,0.5974
aspanformer,face,Multi-PIE_genuine_27,168,168,2,2,2,0,,False,,True,False,
deepdetect,face,Multi-PIE_genuine_27,168,168,17363,9794,12,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_28,051,051,0,0,0,0,,False,,True,False,
orb,face,Multi-PIE_genuine_28,051,051,625,486,28,0,,False,,True,False,
sift,face,Multi-PIE_genuine_28,051,051,174,98,1,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_28,051,051,520,365,0,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_28,051,051,2483,2446,20,5,0.2500,False,0.2330,True,False,0.5525
aspanformer,face,Multi-PIE_genuine_28,051,051,7,7,7,0,,False,,True,False,
deepdetect,face,Multi-PIE_genuine_28,051,051,39498,7858,62,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_29,047,047,41,41,41,13,0.3171,False,0.3149,True,False,0.9199
orb,face,Multi-PIE_genuine_29,047,047,157,442,8,0,,False,,True,False,
sift,face,Multi-PIE_genuine_29,047,047,46,68,0,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_29,047,047,363,230,0,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_29,047,047,2361,3140,107,25,0.2336,False,0.2336,True,False,1.3967
aspanformer,face,Multi-PIE_genuine_29,047,047,53,53,53,27,0.5094,True,0.5017,True,True,1.8043
deepdetect,face,Multi-PIE_genuine_29,047,047,19739,6847,322,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_30,189,189,0,0,0,0,,False,,True,False,
orb,face,Multi-PIE_genuine_30,189,189,9,221,1,0,,False,,True,False,
sift,face,Multi-PIE_genuine_30,189,189,8,46,0,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_30,189,189,274,413,3,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_30,189,189,2648,2460,18,7,0.3889,False,0.3727,True,False,0.6712
aspanformer,face,Multi-PIE_genuine_30,189,189,20,20,20,7,0.3500,False,0.3354,True,False,1.4074
deepdetect,face,Multi-PIE_genuine_30,189,189,7156,11739,8,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_31,049,049,202,202,202,47,0.2327,False,0.2272,True,False,1.9771
orb,face,Multi-PIE_genuine_31,049,049,338,283,14,0,,False,,True,False,
sift,face,Multi-PIE_genuine_31,049,049,87,50,4,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_31,049,049,332,232,31,9,0.2903,False,0.2755,True,False,2.0629
sgmnet,face,Multi-PIE_genuine_31,049,049,2337,2914,51,15,0.2941,False,0.2931,True,False,1.0633
aspanformer,face,Multi-PIE_genuine_31,049,049,265,265,265,79,0.2981,False,0.2968,True,False,1.5914
deepdetect,face,Multi-PIE_genuine_31,049,049,14882,8955,19,10,0.5263,True,0.5263,True,True,1.1672
loftr,face,Multi-PIE_genuine_32,179,179,0,0,0,0,,False,,True,False,
orb,face,Multi-PIE_genuine_32,179,179,99,183,8,0,,False,,True,False,
sift,face,Multi-PIE_genuine_32,179,179,32,50,0,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_32,179,179,295,261,1,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_32,179,179,2433,2412,41,0,,False,,True,False,
aspanformer,face,Multi-PIE_genuine_32,179,179,5,5,5,4,0.8000,True,0.7332,True,True,0.0000
deepdetect,face,Multi-PIE_genuine_32,179,179,15275,7393,3,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_33,172,172,31,31,31,0,,False,,True,False,
orb,face,Multi-PIE_genuine_33,172,172,502,787,9,6,0.6667,True,0.6308,True,True,1.1325
sift,face,Multi-PIE_genuine_33,172,172,86,167,4,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_33,172,172,241,450,6,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_33,172,172,2508,2411,56,8,0.1429,False,0.1383,True,False,1.1544
aspanformer,face,Multi-PIE_genuine_33,172,172,1,1,1,0,,False,,True,False,
deepdetect,face,Multi-PIE_genuine_33,172,172,10001,18275,10,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_34,132,132,35,35,35,7,0.2000,False,0.1917,True,False,0.9911
orb,face,Multi-PIE_genuine_34,132,132,439,184,21,0,,False,,True,False,
sift,face,Multi-PIE_genuine_34,132,132,102,53,1,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_34,132,132,396,284,0,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_34,132,132,2504,2583,285,16,0.0561,False,0.0560,True,False,1.1550
aspanformer,face,Multi-PIE_genuine_34,132,132,5,5,5,0,,False,,True,False,
deepdetect,face,Multi-PIE_genuine_34,132,132,9159,9687,25,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_35,022,022,55,55,55,12,0.2182,False,0.2139,True,False,1.7096
orb,face,Multi-PIE_genuine_35,022,022,325,69,21,0,,False,,True,False,
sift,face,Multi-PIE_genuine_35,022,022,109,42,2,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_35,022,022,488,235,7,5,0.7143,True,0.6658,True,True,0.4594
sgmnet,face,Multi-PIE_genuine_35,022,022,2324,2848,27,7,0.2593,False,0.2484,True,False,1.1521
aspanformer,face,Multi-PIE_genuine_35,022,022,55,55,55,23,0.4182,True,0.4030,True,True,2.2349
deepdetect,face,Multi-PIE_genuine_35,022,022,20212,9074,11,0,,False,,True,False,
loftr,face,Multi-PIE_genuine_36,230,230,167,167,167,18,0.1078,False,0.1030,True,False,2.3899
orb,face,Multi-PIE_genuine_36,230,230,352,157,29,0,,False,,True,False,
sift,face,Multi-PIE_genuine_36,230,230,86,66,3,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_36,230,230,486,325,4,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_36,230,230,2264,2606,9,4,0.4444,True,0.4073,True,True,0.0000
aspanformer,face,Multi-PIE_genuine_36,230,230,22,22,22,8,0.3636,False,0.3521,True,False,1.4334
deepdetect,face,Multi-PIE_genuine_36,230,230,12802,14291,13,11,0.8462,True,0.8462,True,True,0.6081
loftr,face,Multi-PIE_genuine_37,063,063,46,46,46,11,0.2391,False,0.2360,True,False,1.4966
orb,face,Multi-PIE_genuine_37,063,063,0,154,0,0,,False,,True,False,
sift,face,Multi-PIE_genuine_37,063,063,7,57,0,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_37,063,063,143,352,0,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_37,063,063,3979,2570,10,5,0.5000,True,0.4661,True,True,0.0000
aspanformer,face,Multi-PIE_genuine_37,063,063,1,1,0,0,,False,,True,False,
deepdetect,face,Multi-PIE_genuine_37,063,063,4995,17263,7,5,0.7143,False,0.7143,True,False,73.1702
loftr,face,Multi-PIE_genuine_38,189,189,425,425,425,126,0.2965,False,0.2920,True,False,1.8016
orb,face,Multi-PIE_genuine_38,189,189,311,635,14,0,,False,,True,False,
sift,face,Multi-PIE_genuine_38,189,189,85,153,8,5,0.6250,True,0.5826,True,True,1.0295
superglue,face,Multi-PIE_genuine_38,189,189,465,533,211,53,0.2512,False,0.2348,True,False,2.8471
sgmnet,face,Multi-PIE_genuine_38,189,189,2771,2582,259,95,0.3668,False,0.3632,True,False,1.6955
aspanformer,face,Multi-PIE_genuine_38,189,189,1188,1188,1188,452,0.3805,False,0.3614,True,False,2.5261
deepdetect,face,Multi-PIE_genuine_38,189,189,24684,28458,68,43,0.6324,True,0.6324,True,True,1.3090
loftr,face,Multi-PIE_genuine_39,040,040,48,48,48,12,0.2500,False,0.2450,True,False,1.7109
orb,face,Multi-PIE_genuine_39,040,040,335,244,10,5,0.5000,True,0.4661,True,True,0.7133
sift,face,Multi-PIE_genuine_39,040,040,125,57,1,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_39,040,040,475,275,1,0,,False,,True,False,
sgmnet,face,Multi-PIE_genuine_39,040,040,2494,2816,61,9,0.1475,False,0.1440,True,False,0.9045
aspanformer,face,Multi-PIE_genuine_39,040,040,2,2,2,0,,False,,True,False,
deepdetect,face,Multi-PIE_genuine_39,040,040,16946,9864,17,15,0.8824,True,0.8824,True,True,1.2045
loftr,face,Multi-PIE_genuine_40,146,146,888,888,888,458,0.5158,True,0.5049,True,True,1.9263
orb,face,Multi-PIE_genuine_40,146,146,340,460,5,0,,False,,True,False,
sift,face,Multi-PIE_genuine_40,146,146,95,89,1,0,,False,,True,False,
superglue,face,Multi-PIE_genuine_40,146,146,389,353,180,53,0.2944,False,0.2749,True,False,2.8726
sgmnet,face,Multi-PIE_genuine_40,146,146,2292,2239,717,147,0.2050,False,0.2021,True,False,1.7873
aspanformer,face,Multi-PIE_genuine_40,146,146,1350,1350,1350,595,0.4407,True,0.4239,True,True,2.2796
deepdetect,face,Multi-PIE_genuine_40,146,146,14729,15452,18,14,0.7778,True,0.7778,True,True,1.4030
loftr,face,Multi-PIE_genuine_41,180,180,229,229,229,56,0.2445,False,0.2382,True,False,2.0233
orb,face,Multi-PIE_genuine_41,180,180,202,484,15,0,,False,,True,False,
sift,face,Multi-PIE_genuine_41,180,180,86,111,4,4,1.0000,True,0.9165,True,True,0.0000
