matcher,modality,pair_id,identity1,identity2,num_keypoints_image1,num_keypoints_image2,num_matches,num_inliers,inlier_ratio,is_same_person_pred,confidence,ground_truth,is_correct,reprojection_error
sift-fingervein,iris,AMF-Iris_genuine_15,abeer,abeer,958,894,42,20,0.4762,True,0.4614,True,True,2.1191
superglue-fingervein,iris,AMF-Iris_genuine_15,abeer,abeer,310,325,164,78,0.4756,True,0.4415,True,True,2.9889
sgmnet-fingervein,iris,AMF-Iris_genuine_15,abeer,abeer,1342,1323,584,131,0.2243,True,0.2208,True,True,1.8156
orb-fingervein,iris,AMF-Iris_genuine_16,fuaad,fuaad,2120,2663,33,16,0.4848,True,0.4836,True,True,1.2458
sift-fingervein,iris,AMF-Iris_genuine_16,fuaad,fuaad,362,414,25,16,0.6400,True,0.6383,True,True,1.4355
superglue-fingervein,iris,AMF-Iris_genuine_16,fuaad,fuaad,227,273,135,60,0.4444,True,0.4258,True,True,2.3580
sgmnet-fingervein,iris,AMF-Iris_genuine_16,fuaad,fuaad,1749,1468,608,141,0.2319,True,0.2289,True,True,1.7578
orb-fingervein,iris,AMF-Iris_genuine_17,sirag,sirag,3146,3225,247,150,0.6073,True,0.5936,True,True,1.9562
sift-fingervein,iris,AMF-Iris_genuine_17,sirag,sirag,651,600,120,79,0.6583,True,0.6382,True,True,2.1227
superglue-fingervein,iris,AMF-Iris_genuine_17,sirag,sirag,355,348,238,97,0.4076,True,0.3964,True,True,2.0570
sgmnet-fingervein,iris,AMF-Iris_genuine_17,sirag,sirag,1709,1567,870,219,0.2517,True,0.2480,True,True,1.7955
orb-fingervein,iris,AMF-Iris_genuine_18,hamza,hamza,3107,3955,356,277,0.7781,True,0.7781,True,True,1.4473
sift-fingervein,iris,AMF-Iris_genuine_18,hamza,hamza,513,702,115,92,0.8000,True,0.8000,True,True,1.4206
superglue-fingervein,iris,AMF-Iris_genuine_18,hamza,hamza,368,369,262,153,0.5840,True,0.5532,True,True,2.5810
sgmnet-fingervein,iris,AMF-Iris_genuine_18,hamza,hamza,1481,1325,686,216,0.3149,True,0.3108,True,True,1.7595
orb-fingervein,iris,AMF-Iris_genuine_19,taha,taha,2166,2196,88,52,0.5909,True,0.5782,True,True,1.9353
sift-fingervein,iris,AMF-Iris_genuine_19,taha,taha,309,314,68,56,0.8235,True,0.8179,True,True,1.6371
superglue-fingervein,iris,AMF-Iris_genuine_19,taha,taha,312,289,178,75,0.4213,True,0.3998,True,True,2.5496
sgmnet-fingervein,iris,AMF-Iris_genuine_19,taha,taha,1618,1631,800,280,0.3500,True,0.3471,True,True,1.6640
orb-fingervein,iris,AMF-Iris_genuine_20,khalid,khalid,2447,2599,107,84,0.7850,True,0.7749,True,True,1.7601
sift-fingervein,iris,AMF-Iris_genuine_20,khalid,khalid,417,428,66,36,0.5455,True,0.5387,True,True,1.7490
superglue-fingervein,iris,AMF-Iris_genuine_20,khalid,khalid,271,311,198,98,0.4949,True,0.4797,True,True,2.1247
sgmnet-fingervein,iris,AMF-Iris_genuine_20,khalid,khalid,1244,1237,643,184,0.2862,True,0.2822,True,True,1.7769
orb-fingervein,iris,AMF-Iris_genuine_21,aadil,aadil,2685,2653,236,202,0.8559,True,0.8481,True,True,1.6842
sift-fingervein,iris,AMF-Iris_genuine_21,aadil,aadil,431,423,83,54,0.6506,True,0.6358,True,True,1.9593
superglue-fingervein,iris,AMF-Iris_genuine_21,aadil,aadil,291,288,204,140,0.6863,True,0.6582,True,True,2.3354
sgmnet-fingervein,iris,AMF-Iris_genuine_21,aadil,aadil,1406,1371,710,244,0.3437,True,0.3403,True,True,1.6938
orb-fingervein,iris,AMF-Iris_genuine_22,baydaa,baydaa,3388,3419,98,44,0.4490,False,0.4376,True,False,2.0122
sift-fingervein,iris,AMF-Iris_genuine_22,baydaa,baydaa,706,727,47,21,0.4468,False,0.4350,True,False,2.0236
superglue-fingervein,iris,AMF-Iris_genuine_22,baydaa,baydaa,313,338,201,61,0.3035,True,0.2868,True,True,2.6311
sgmnet-fingervein,iris,AMF-Iris_genuine_22,baydaa,baydaa,1415,1498,601,79,0.1314,False,0.1291,True,False,1.8663
orb-fingervein,iris,AMF-Iris_genuine_23,sirag,sirag,3347,3277,386,307,0.7953,True,0.7736,True,True,2.0543
sift-fingervein,iris,AMF-Iris_genuine_23,sirag,sirag,674,679,158,114,0.7215,True,0.7076,True,True,1.8906
superglue-fingervein,iris,AMF-Iris_genuine_23,sirag,sirag,391,351,288,155,0.5382,True,0.5109,True,True,2.5408
sgmnet-fingervein,iris,AMF-Iris_genuine_23,sirag,sirag,1590,1623,809,305,0.3770,True,0.3720,True,True,1.7685
orb-fingervein,iris,AMF-Iris_genuine_24,muhand,muhand,2348,2442,353,257,0.7280,True,0.7213,True,True,1.6850
sift-fingervein,iris,AMF-Iris_genuine_24,muhand,muhand,325,332,125,108,0.8640,True,0.8634,True,True,1.5136
superglue-fingervein,iris,AMF-Iris_genuine_24,muhand,muhand,365,364,282,199,0.7057,True,0.6828,True,True,2.1594
sgmnet-fingervein,iris,AMF-Iris_genuine_24,muhand,muhand,1404,1416,630,327,0.5190,True,0.5167,True,True,1.5899
orb-fingervein,iris,AMF-Iris_genuine_25,basam,basam,3071,3298,411,365,0.8881,True,0.8702,True,True,1.9076
sift-fingervein,iris,AMF-Iris_genuine_25,basam,basam,436,432,146,111,0.7603,True,0.7603,True,True,1.2798
superglue-fingervein,iris,AMF-Iris_genuine_25,basam,basam,385,385,245,144,0.5878,True,0.5676,True,True,2.1994
sgmnet-fingervein,iris,AMF-Iris_genuine_25,basam,basam,1222,1215,536,243,0.4534,True,0.4516,True,True,1.5782
orb-fingervein,iris,AMF-Iris_genuine_26,hamza,hamza,3915,2930,323,243,0.7523,True,0.7355,True,True,1.9525
sift-fingervein,iris,AMF-Iris_genuine_26,hamza,hamza,775,505,105,72,0.6857,True,0.6781,True,True,1.7235
superglue-fingervein,iris,AMF-Iris_genuine_26,hamza,hamza,383,372,256,125,0.4883,True,0.4726,True,True,2.1514
sgmnet-fingervein,iris,AMF-Iris_genuine_26,hamza,hamza,1444,1466,695,235,0.3381,True,0.3347,True,True,1.7017
orb-fingervein,iris,AMF-Iris_genuine_27,mohamad,mohamad,2397,3192,161,136,0.8447,True,0.8183,True,True,2.1352
sift-fingervein,iris,AMF-Iris_genuine_27,mohamad,mohamad,427,668,100,74,0.7400,True,0.7222,True,True,1.9873
superglue-fingervein,iris,AMF-Iris_genuine_27,mohamad,mohamad,287,283,193,87,0.4508,True,0.4302,True,True,2.4324
sgmnet-fingervein,iris,AMF-Iris_genuine_27,mohamad,mohamad,1422,1359,709,305,0.4302,True,0.4255,True,True,1.7200
orb-fingervein,iris,AMF-Iris_genuine_28,arwa,arwa,4301,4128,86,38,0.4419,False,0.4287,True,False,2.1065
sift-fingervein,iris,AMF-Iris_genuine_28,arwa,arwa,759,523,28,10,0.3571,False,0.3508,True,False,0.9985
superglue-fingervein,iris,AMF-Iris_genuine_28,arwa,arwa,416,341,225,59,0.2622,True,0.2480,True,True,2.6165
sgmnet-fingervein,iris,AMF-Iris_genuine_28,arwa,arwa,1116,849,336,51,0.1518,False,0.1497,True,False,1.7820
orb-fingervein,iris,AMF-Iris_genuine_29,saad,saad,2852,3871,177,125,0.7062,True,0.6920,True,True,1.9078
sift-fingervein,iris,AMF-Iris_genuine_29,saad,saad,522,765,87,70,0.8046,True,0.7881,True,True,1.9152
superglue-fingervein,iris,AMF-Iris_genuine_29,saad,saad,315,365,222,96,0.4324,True,0.4109,True,True,2.5237
sgmnet-fingervein,iris,AMF-Iris_genuine_29,saad,saad,1596,1399,752,252,0.3351,True,0.3309,True,True,1.7531
orb-fingervein,iris,AMF-Iris_genuine_30,arwa,arwa,4128,4263,97,51,0.5258,True,0.5152,True,True,1.9072
sift-fingervein,iris,AMF-Iris_genuine_30,arwa,arwa,523,749,25,14,0.5600,True,0.5504,True,True,1.7463
superglue-fingervein,iris,AMF-Iris_genuine_30,arwa,arwa,341,384,237,71,0.2996,True,0.2934,True,True,1.9195
sgmnet-fingervein,iris,AMF-Iris_genuine_30,arwa,arwa,849,1112,277,48,0.1733,False,0.1733,True,False,1.4639
orb-fingervein,iris,AMF-Iris_genuine_31,omar,omar,3214,2925,509,476,0.9352,True,0.9352,True,True,1.2989
sift-fingervein,iris,AMF-Iris_genuine_31,omar,omar,480,419,144,131,0.9097,True,0.9097,True,True,0.9973
superglue-fingervein,iris,AMF-Iris_genuine_31,omar,omar,390,371,245,124,0.5061,True,0.4905,True,True,2.1266
sgmnet-fingervein,iris,AMF-Iris_genuine_31,omar,omar,1579,1485,753,412,0.5471,True,0.5471,True,True,1.4391
orb-fingervein,iris,AMF-Iris_genuine_32,muhand,muhand,2442,2399,192,134,0.6979,True,0.6641,True,True,2.4922
sift-fingervein,iris,AMF-Iris_genuine_32,muhand,muhand,332,347,104,78,0.7500,True,0.7500,True,True,1.4828
superglue-fingervein,iris,AMF-Iris_genuine_32,muhand,muhand,364,352,282,143,0.5071,True,0.4785,True,True,2.6625
sgmnet-fingervein,iris,AMF-Iris_genuine_32,muhand,muhand,1416,1458,689,256,0.3716,True,0.3664,True,True,1.7774
orb-fingervein,iris,AMF-Iris_genuine_33,khaleel,khaleel,3276,3260,266,212,0.7970,True,0.7833,True,True,1.8453
sift-fingervein,iris,AMF-Iris_genuine_33,khaleel,khaleel,531,556,84,51,0.6071,True,0.6071,True,True,1.4275
superglue-fingervein,iris,AMF-Iris_genuine_33,khaleel,khaleel,336,338,203,110,0.5419,True,0.5212,True,True,2.2787
sgmnet-fingervein,iris,AMF-Iris_genuine_33,khaleel,khaleel,1309,1349,673,217,0.3224,True,0.3180,True,True,1.7749
orb-fingervein,iris,AMF-Iris_genuine_34,ahmed,ahmed,2301,2404,94,57,0.6064,True,0.6064,True,True,1.4959
sift-fingervein,iris,AMF-Iris_genuine_34,ahmed,ahmed,301,342,69,55,0.7971,True,0.7971,True,True,1.4888
superglue-fingervein,iris,AMF-Iris_genuine_34,ahmed,ahmed,325,340,190,114,0.6000,True,0.5699,True,True,2.5281
sgmnet-fingervein,iris,AMF-Iris_genuine_34,ahmed,ahmed,1506,1462,697,263,0.3773,True,0.3740,True,True,1.6753
orb-fingervein,iris,AMF-Iris_genuine_35,wathah,wathah,1623,2176,39,29,0.7436,True,0.7328,True,True,1.7904
sift-fingervein,iris,AMF-Iris_genuine_35,wathah,wathah,206,266,30,22,0.7333,True,0.7163,True,True,1.9625
superglue-fingervein,iris,AMF-Iris_genuine_35,wathah,wathah,319,314,163,43,0.2638,True,0.2580,True,True,1.9468
sgmnet-fingervein,iris,AMF-Iris_genuine_35,wathah,wathah,1343,1333,540,113,0.2093,True,0.2066,True,True,1.7517
orb-fingervein,iris,AMF-Iris_genuine_36,ayad,ayad,2611,2577,145,110,0.7586,True,0.7482,True,True,1.7768
sift-fingervein,iris,AMF-Iris_genuine_36,ayad,ayad,479,456,88,70,0.7955,True,0.7875,True,True,1.7006
superglue-fingervein,iris,AMF-Iris_genuine_36,ayad,ayad,319,334,213,118,0.5540,True,0.5319,True,True,2.3152
sgmnet-fingervein,iris,AMF-Iris_genuine_36,ayad,ayad,1528,1569,725,290,0.4000,True,0.3954,True,True,1.7309
orb-fingervein,iris,AMF-Iris_genuine_37,rasha,rasha,3721,3780,251,171,0.6813,True,0.6606,True,True,2.1157
sift-fingervein,iris,AMF-Iris_genuine_37,rasha,rasha,876,789,122,72,0.5902,True,0.5782,True,True,1.9100
superglue-fingervein,iris,AMF-Iris_genuine_37,rasha,rasha,335,328,248,92,0.3710,True,0.3432,True,True,3.0571
sgmnet-fingervein,iris,AMF-Iris_genuine_37,rasha,rasha,1587,1472,1075,180,0.1674,False,0.1650,True,False,1.7968
orb-fingervein,iris,AMF-Iris_genuine_38,anas,anas,3585,3497,380,259,0.6816,True,0.6652,True,True,1.9851
sift-fingervein,iris,AMF-Iris_genuine_38,anas,anas,521,498,118,67,0.5678,True,0.5515,True,True,2.0814
superglue-fingervein,iris,AMF-Iris_genuine_38,anas,anas,379,362,274,118,0.4307,True,0.4090,True,True,2.5328
sgmnet-fingervein,iris,AMF-Iris_genuine_38,anas,anas,1324,1239,624,213,0.3413,True,0.3372,True,True,1.7452
orb-fingervein,iris,AMF-Iris_genuine_39,mahmood,mahmood,2762,2762,2762,2762,1.0000,True,1.0000,True,True,0.0000
sift-fingervein,iris,AMF-Iris_genuine_39,mahmood,mahmood,479,479,479,479,1.0000,True,1.0000,True,True,0.0000
superglue-fingervein,iris,AMF-Iris_genuine_39,mahmood,mahmood,357,357,357,357,1.0000,True,1.0000,True,True,0.0000
sgmnet-fingervein,iris,AMF-Iris_genuine_39,mahmood,mahmood,1475,1475,1475,1475,1.0000,True,1.0000,True,True,0.0000
orb-fingervein,iris,AMF-Iris_genuine_40,rafa,rafa,2028,2935,112,98,0.8750,True,0.8609,True,True,1.8242
sift-fingervein,iris,AMF-Iris_genuine_40,rafa,rafa,300,544,81,60,0.7407,True,0.7365,True,True,1.6147
superglue-fingervein,iris,AMF-Iris_genuine_40,rafa,rafa,282,301,182,94,0.5165,True,0.4912,True,True,2.5034
sgmnet-fingervein,iris,AMF-Iris_genuine_40,rafa,rafa,1381,1388,665,222,0.3338,True,0.3302,True,True,1.7184
orb-fingervein,iris,AMF-Iris_genuine_41,fars,fars,2880,2669,287,235,0.8188,True,0.8105,True,True,1.7042
sift-fingervein,iris,AMF-Iris_genuine_41,fars,fars,451,419,136,115,0.8456,True,0.8456,True,True,1.4540
superglue-fingervein,iris,AMF-Iris_genuine_41,fars,fars,361,346,257,130,0.5058,True,0.4823,True,True,2.4529
sgmnet-fingervein,iris,AMF-Iris_genuine_41,fars,fars,1206,1254,551,276,0.5009,True,0.4968,True,True,1.6657
orb-fingervein,iris,AMF-Iris_genuine_42,ameina,ameina,3280,4114,200,129,0.6450,True,0.6376,True,True,1.7292
sift-fingervein,iris,AMF-Iris_genuine_42,ameina,ameina,596,696,61,33,0.5410,True,0.5249,True,True,2.1028
superglue-fingervein,iris,AMF-Iris_genuine_42,ameina,ameina,321,338,195,86,0.4410,True,0.4186,True,True,2.5425
sgmnet-fingervein,iris,AMF-Iris_genuine_42,ameina,ameina,1435,1216,613,90,0.1468,False,0.1447,True,False,1.7921
orb-fingervein,iris,AMF-Iris_genuine_43,ahmed,ahmed,1838,1899,46,28,0.6087,True,0.5990,True,True,1.8208
sift-fingervein,iris,AMF-Iris_genuine_43,ahmed,ahmed,230,234,32,18,0.5625,True,0.5602,True,True,1.5558
superglue-fingervein,iris,AMF-Iris_genuine_43,ahmed,ahmed,293,329,147,53,0.3605,True,0.3398,True,True,2.6864
sgmnet-fingervein,iris,AMF-Iris_genuine_43,ahmed,ahmed,1430,1490,578,118,0.2042,True,0.2011,True,True,1.7987
orb-fingervein,iris,AMF-Iris_genuine_44,huda,huda,2748,2769,152,128,0.8421,True,0.8231,True,True,1.9563
sift-fingervein,iris,AMF-Iris_genuine_44,huda,huda,424,403,62,41,0.6613,True,0.6532,True,True,1.7457
superglue-fingervein,iris,AMF-Iris_genuine_44,huda,huda,311,324,194,97,0.5000,True,0.4775,True,True,2.4213
sgmnet-fingervein,iris,AMF-Iris_genuine_44,huda,huda,1459,1483,681,159,0.2335,True,0.2305,True,True,1.7555
orb-fingervein,iris,AMF-Iris_genuine_45,loai,loai,2823,2715,446,296,0.6637,True,0.6622,True,True,1.5434
sift-fingervein,iris,AMF-Iris_genuine_45,loai,loai,506,471,161,144,0.8944,True,0.8924,True,True,1.5451
superglue-fingervein,iris,AMF-Iris_genuine_45,loai,loai,396,385,271,162,0.5978,True,0.5717,True,True,2.3908
sgmnet-fingervein,iris,AMF-Iris_genuine_45,loai,loai,1532,1422,745,391,0.5248,True,0.5214,True,True,1.6331
orb-fingervein,iris,AMF-Iris_genuine_46,anas,anas,3585,3385,196,102,0.5204,True,0.5075,True,True,2.0022
sift-fingervein,iris,AMF-Iris_genuine_46,anas,anas,521,509,73,35,0.4795,True,0.4760,True,True,1.6451
superglue-fingervein,iris,AMF-Iris_genuine_46,anas,anas,379,368,234,89,0.3803,True,0.3602,True,True,2.5900
sgmnet-fingervein,iris,AMF-Iris_genuine_46,anas,anas,1324,1314,650,151,0.2323,True,0.2297,True,True,1.7271
orb-fingervein,iris,AMF-Iris_genuine_47,asmaa,asmaa,1968,2925,53,24,0.4528,True,0.4527,True,True,1.4045
sift-fingervein,iris,AMF-Iris_genuine_47,asmaa,asmaa,206,523,49,30,0.6122,True,0.6043,True,True,1.7598
superglue-fingervein,iris,AMF-Iris_genuine_47,asmaa,asmaa,341,305,189,100,0.5291,True,0.5011,True,True,2.5855
sgmnet-fingervein,iris,AMF-Iris_genuine_47,asmaa,asmaa,1115,1528,570,143,0.2509,True,0.2477,True,True,1.7525
orb-fingervein,iris,AMF-Iris_genuine_48,taha,taha,1924,1957,99,41,0.4141,False,0.3954,True,False,2.4252
sift-fingervein,iris,AMF-Iris_genuine_48,taha,taha,247,267,48,28,0.5833,True,0.5693,True,True,1.9843
superglue-fingervein,iris,AMF-Iris_genuine_48,taha,taha,254,274,161,79,0.4907,True,0.4716,True,True,2.2936
sgmnet-fingervein,iris,AMF-Iris_genuine_48,taha,taha,1279,1411,621,133,0.2142,True,0.2125,True,True,1.6526
orb-fingervein,iris,AMF-Iris_genuine_49,rafa,rafa,2935,1882,115,80,0.6957,True,0.6856,True,True,1.7920
sift-fingervein,iris,AMF-Iris_genuine_49,rafa,rafa,544,306,78,60,0.7692,True,0.7681,True,True,1.5288
superglue-fingervein,iris,AMF-Iris_genuine_49,rafa,rafa,301,303,189,109,0.5767,True,0.5518,True,True,2.3818
sgmnet-fingervein,iris,AMF-Iris_genuine_49,rafa,rafa,1388,1419,667,209,0.3133,True,0.3098,True,True,1.7244
orb-fingervein,iris,AMF-Iris_genuine_50,baydaa,baydaa,3259,3462,169,120,0.7101,True,0.7029,True,True,1.7017
sift-fingervein,iris,AMF-Iris_genuine_50,baydaa,baydaa,688,714,81,66,0.8148,True,0.8135,True,True,1.5323
superglue-fingervein,iris,AMF-Iris_genuine_50,baydaa,baydaa,334,338,221,121,0.5475,True,0.5282,True,True,2.2200
sgmnet-fingervein,iris,AMF-Iris_genuine_50,baydaa,baydaa,1482,1480,697,215,0.3085,True,0.3049,True,True,1.7325
orb-fingervein,iris,AMF-Iris_genuine_51,rasha,rasha,3126,3986,94,47,0.5000,True,0.5000,True,True,1.5015
sift-fingervein,iris,AMF-Iris_genuine_51,rasha,rasha,588,941,50,25,0.5000,True,0.4999,True,True,1.2798
superglue-fingervein,iris,AMF-Iris_genuine_51,rasha,rasha,351,348,196,75,0.3827,True,0.3670,True,True,2.3377
sgmnet-fingervein,iris,AMF-Iris_genuine_51,rasha,rasha,1558,1489,584,180,0.3082,True,0.3044,True,True,1.7507
orb-fingervein,iris,AMF-Iris_genuine_52,omar,omar,3032,2917,653,564,0.8637,True,0.8539,True,True,1.7293
sift-fingervein,iris,AMF-Iris_genuine_52,omar,omar,416,391,177,134,0.7571,True,0.7487,True,True,1.7224
superglue-fingervein,iris,AMF-Iris_genuine_52,omar,omar,372,352,260,166,0.6385,True,0.6186,True,True,2.1334
sgmnet-fingervein,iris,AMF-Iris_genuine_52,omar,omar,1650,1546,844,396,0.4692,True,0.4648,True,True,1.6899
orb-fingervein,iris,AMF-Iris_genuine_53,ghazi,ghazi,2004,1934,145,95,0.6552,True,0.6313,True,True,2.2418
sift-fingervein,iris,AMF-Iris_genuine_53,ghazi,ghazi,212,198,70,36,0.5143,True,0.4946,True,True,2.2806
superglue-fingervein,iris,AMF-Iris_genuine_53,ghazi,ghazi,316,332,225,111,0.4933,True,0.4683,True,True,2.5424
sgmnet-fingervein,iris,AMF-Iris_genuine_53,ghazi,ghazi,1276,1178,623,154,0.2472,True,0.2434,True,True,1.8055
